,title,price,link_item,discount,sales,revenue
10,Khẩu trang y tế 4D (KF94) NPCARE Dreamy Tím (H/10c),15000,https://tiki.vn/kha-u-trang-y-te-4d-kf94-npcare-dreamy-tim-h-10c-p186271043.html?spid=186271044,-10%,38.0,570000.0
11,"Dụng cụ massage đầu lăn bi giúp thư giãn xã stress, Cây lăn mát xa da đầu cầm tay siêu tiện dụng- GD473-Massage-DauBi (GIAO MÀU NGẪU NHIÊN)",19399,https://tiki.vn/dung-cu-massage-dau-lan-bi-giup-thu-gian-xa-stress-cay-lan-mat-xa-da-dau-cam-tay-sieu-tien-dung-gd473-massage-daubi-giao-mau-ngau-nhien-p99509966.html?spid=99509967,-26%,36.0,698364.0
12,"Chườm Mắt Thảo Dược Làm Nóng Bằng Điện Giúp Thư Giãn, Giảm Mỏi Mắt, Quầng Thâm Nếp Nhăn Mắt Spa Dưỡng Sinh",189000,https://tiki.vn/chuom-mat-thao-duoc-lam-nong-bang-dien-giu-p-thu-gia-n-gia-m-mo-i-ma-t-qua-ng-tham-ne-p-nhan-ma-t-spa-duo-ng-sinh-p271960411.html?spid=271960412,-43%,5.0,945000.0
13,"Trọn bộ máy và 25 que đo đường huyết Accu-Chek Guide, nhập khẩu và bảo hành chính hãng tại Viêt Nam, có đủ tem phụ Tiếng Việt",1590000,https://tiki.vn/tron-bo-may-25-que-do-duong-huyet-accu-chek-guide-nk-chinh-hang-nguyen-hop-tu-my-co-du-tem-phu-tv-sx-tai-my-p137014214.html?spid=137014215,-33%,104.0,165360000.0
14,Khẩu Trang Lụa BYFAS Kháng Khuẩn - màu xanh navy - hoa văn bông công,158000,https://tiki.vn/khau-trang-vai-lua-thien-nhien-y-te-cao-cap-byfas-bm-20-hoa-van-bong-cong-mau-xanh-navy-tang-kem-ngay-tui-lua-satin-cao-cap-bao-ve-p57300523.html?spid=57300524,-50%,23.0,3634000.0
15,"Đai chườm nóng ngải cứu giảm đau đầu gối, nhức mỏi vai gáy",465405,https://tiki.vn/dai-chuom-nong-ngai-cuu-giam-dau-dau-goi-nhuc-moi-vai-gay-p97075825.html?spid=273159309,-33%,,
16,Đai hơi kéo giãn cột sống cổ DiskDr CS500 Hàn Quốc,4750000,https://tiki.vn/dai-hoi-keo-gian-cot-song-co-diskdr-cs500-han-quoc-p23108953.html?spid=23108954,-4%,27.0,128250000.0
17,Cân Điện Tử Sức Khỏe Chính Hãng Iscale,159000,https://tiki.vn/can-dien-tu-suc-khoe-chinh-hang-iscale-p37176051.html?spid=53228720,-42%,17.0,2703000.0
18,Gối Chườm Nóng Thảo Dược Hapaku - Làm Nóng Bằng Điện,890000,https://tiki.vn/goi-chuom-nong-thao-duoc-hapaku-lam-nong-bang-dien-size-30-22-4-5cm-gkc01-p29882829.html?spid=177080875,-18%,17.0,15130000.0
19,Kim Chích Máu ACCU-CHEK FastClix Dùng Cho Máy ACCU-CHEK Guide & Performa,85000,https://tiki.vn/kim-chich-mau-accu-chek-fastclix-dung-cho-may-accu-chek-guide-performa-p262843711.html?spid=262843712,-32%,41.0,3485000.0
20,Kim chích máu máy đo đường huyết Acon On-call (100 kim / hộp),69000,https://tiki.vn/kim-chich-mau-may-do-duong-huyet-acon-on-call-100-kim-hop-p84596223.html?spid=111708000,-9%,82.0,5658000.0
21,Máy mát-xa cầm tay cá heo 3 đầu (Đỏ),134100,https://tiki.vn/may-mat-xa-cam-tay-ca-heo-3-dau-do-p83742435.html?spid=202216964,-9%,10.0,1341000.0
22,Miếng dán điện cực máy massage xung điện Omron Long Life Pad - Combo 2 chiếc,369000,https://tiki.vn/mieng-dan-dien-cuc-may-massage-xung-dien-omron-long-life-pad-combo-2-chiec-p123929321.html?spid=186740940,-20%,10.0,3690000.0
23,"Hộp 30 que thử đường huyết tiểu đường Nhật Bản Terumo Medisafe Fit, niêm phong riêng từng que",237000,https://tiki.vn/hop-30-que-thu-duong-huyet-tieu-duong-nhat-ban-terumo-medisafe-fit-niem-phong-rieng-tung-que-p253206528.html?spid=253206529,,10.0,2370000.0
24,Bồn ngâm chân hồng ngoại massage xếp gọn Kachi MK344 - Hàng chính hãng,799000,https://tiki.vn/bon-ngam-chan-massage-xep-gon-kachi-mk344-p207752363.html?spid=270460885,,4.0,3196000.0
25,"(MUA 2 TẶNG 1 sheet Neon) Băng y tế thay chỉ khâu da Nexcare 3M H1546 30, sản xuất tại Mỹ, 30 miếng/hộp, 12 hộp/thùng",60000,https://tiki.vn/bang-y-te-thay-chi-khau-da-nexcare-3m-h1546-30-san-xuat-tai-my-30-mieng-hop-12-hop-thung-p193099178.html?spid=193099179,,1.0,60000.0
26,Khẩu Trang Lụa BYFAS Kháng Khuẩn - màu kem - hoa văn bông công,158000,https://tiki.vn/khau-trang-vai-lua-thien-nhien-y-te-cao-cap-byfas-bm-20-hoa-van-bong-cong-mau-ngoc-trai-tang-kem-ngay-tui-lua-satin-cao-cap-bao-ve-p59134301.html?spid=59134302,,21.0,3318000.0
27,Khẩu trang y tế cho bé trẻ em hộp 50 cái cao cấp Khánh An,24500,https://tiki.vn/khau-trang-y-te-cho-be-tre-em-hop-50-cai-cao-cap-khanh-an-p177816915.html?spid=177816921,,53.0,1298500.0
28,Cân thông minh Xiaomi Mi Body Composition Scale 2 ( Gen 2 ) - Hàng Chính Hãng,459000,https://tiki.vn/can-thong-minhxiaomi-mi-body-composition-scale-2-gen-2-p26339148.html?spid=117211905,,21.0,9639000.0
29,[CHÍNH HÃNG] GEL LÀM LẠNH - COLD GEL STARBALM - HÀ LAN 100ml,229000,https://tiki.vn/chinh-hang-gel-lam-lanh-cold-gel-starbalm-ha-lan-100ml-ho-tro-phuc-hoi-chan-thuong-p146369531.html?spid=194769475,,9.0,2061000.0
30,"Combo 3 chiếc khẩu trang N99 6 lớp ngăn 99% bụi siêu mịn có kích thước từ 0,3 Mircromet MONA MASK",35000,https://tiki.vn/combo-3-chiec-khau-trang-n99-6-lop-ngan-99-bui-sieu-min-co-kich-thuoc-tu-0-3-mircromet-mona-mask-p108050096.html?spid=108050098,,448.0,15680000.0
31,Máy massage cổ vai gáy đau mỏi vai gáy,88999,https://tiki.vn/may-massage-co-vai-gay-dieu-tri-dau-moi-vai-gay-p210133555.html?spid=273215453,,,
32,Máy Đo Huyết Áp Điện Tử Bắp Tay Tự Động Chido Chính HãngModel New 2022,544000,https://tiki.vn/may-do-huyet-ap-dien-tu-bap-tay-tu-dong-chido-bao-hanh-chinh-hang-24-thang-model-new-2022-p145495814.html?spid=145495815,,3.0,1632000.0
33,"Dụng cụ lăn Masage toàn thân Đa Năng bằng gỗ tự nhiên (MH896) Giúp lưu thông máu, tăng cường sức khoẻ (MH896.",59000,https://tiki.vn/dung-cu-lan-masage-toan-than-da-nang-bang-go-tu-nhien-giup-luu-thong-mau-tang-cuong-suc-khoe-mh896-hahanco-p119927376.html?spid=119927378,,17.0,1003000.0
34,Cân sức khỏe phân tích tổng hợp thế chất Xiaomi (Gen 2),399000,https://tiki.vn/can-suc-khoe-phan-tich-tong-hop-the-chat-xiaomi-gen-2-p3923333.html?spid=57045049,,26.0,10374000.0
35,"COMBO KHẨU TRANG Y TẾ CAO CẤP KHÁNG KHUẨN FAMAPRO 4D - 98% Lọc Khuẩn, Bụi, Virus - CHÍNH HÃNG 100",23000,https://tiki.vn/combo-khau-trang-y-te-cao-cap-khang-khuan-famapro-4d-98-loc-khuan-bui-virus-chinh-hang-100-p115692483.html?spid=115692501,,78.0,1794000.0
36,Bút châm cứu trị liệu xung điện dò huyệt tự động giúp giảm đau mỏi cải thiện giấc ngủ nhanh chóng tại nhà,205000,https://tiki.vn/but-cham-cuu-tri-lieu-xung-dien-do-huyet-tu-dong-giup-giam-dau-moi-nhanh-chong-tai-nha-p166208887.html?spid=166208889,,1.0,205000.0
37,Gậy Gỗ Hương Chống Đầu Rồng Cho Ngươi già,743000,https://tiki.vn/gay-go-huong-chong-dau-rong-cho-nguoi-gia-p76169613.html?spid=76169614,,10.0,7430000.0
38,Cây lăn massage toàn thân 9 bánh gai đa năng làm từ gỗ thơm tự nhiên | Mỹ Nghệ Phương Chi,119000,https://tiki.vn/cay-lan-massage-toan-than-9-banh-gai-da-nang-lam-tu-go-thom-tu-nhien-p239150367.html?spid=239150369,,1.0,119000.0
39,Đai bả vai (đai xương đòn) United Medicare (C04),400000,https://tiki.vn/dai-ba-vai-dai-xuong-don-united-medicare-c04-p27665059.html?spid=27665061,,19.0,7600000.0
40,Máy massage xung điện - bộ 4 miếng dán,94000,https://tiki.vn/may-massage-xung-dien-bo-4-mieng-dan-p37869185.html?spid=71887601,-53%,284.0,26696000.0
41,Khẩu Trang Lụa BYFAS Kháng Khuẩn - màu trắng - hoa văn trống đồng,158000,https://tiki.vn/khau-trang-vai-lua-thien-nhien-y-te-cao-cap-byfas-bm-20-hoa-van-trong-dong-mau-trang-tang-kem-ngay-tui-lua-satin-cao-cap-bao-ve-p57938363.html?spid=57938364,-24%,25.0,3950000.0
42,Máy Massage Cầm Tay 2 Đèn Hồng Ngoại Lớn Beurer MG80,1450000,https://tiki.vn/may-massage-cam-tay-2-den-hong-ngoai-lon-beurer-mg80-p416547.html?spid=119706,-50%,166.0,240700000.0
43,Khẩu trang y tế 4D (KF94) NPCARE Kids trẻ em Meow Meow (H/20c),20000,https://tiki.vn/khau-trang-y-te-4d-kf94-npcare-kids-tre-em-meow-meow-h-20c-p174280012.html?spid=174280013,-30%,88.0,1760000.0
44,"Nhiệt kế điện tử đa năng - đo nhiệt độ nước, sữa, thực phẩm NK01",175000,https://tiki.vn/nhiet-ke-dien-tu-da-nang-do-nhiet-do-nuoc-sua-thuc-pham-nk01-p206140819.html?spid=206140825,-12%,8.0,1400000.0
45,[HỘP - DJ KID] - khẩu trang y tế trẻ em kháng khuẩn 3 lớp D&J Kid (50 cái/ hộp),39000,https://tiki.vn/hop-dj-kid-khau-trang-y-te-tre-em-khang-khuan-3-lop-d-j-kid-50-cai-hop-p174099075.html?spid=174099077,-30%,16.0,624000.0
46,"Lược mát xa cá 5 chân bằng gỗ bách xanh, Lược chải thông kinh lạc, dụng cụ cạo gió | Mỹ nghệ phương chi",59000,https://tiki.vn/dung-cu-massage-an-huyet-chai-dau-duong-sinh-cang-co-mat-bang-go-thom-my-nghe-phuong-chi-p262706241.html?spid=262706242,-5%,1.0,59000.0
47,Bộ 1 Túi Chườm Lạnh Và 1 Túi Chườm Nóng Cao Su,68889,https://tiki.vn/bo-1-tui-chuom-lanh-va-1-tui-chuom-nong-cao-su-p24243599.html?spid=24243600,-46%,114.0,7853346.0
48,[Chính hãng] Máy đo nồng độ oxy Beurer PO30 - CHLB Đức,1030000,https://tiki.vn/chinh-hang-may-do-nong-do-oxy-beurer-po30-chlb-duc-p160440906.html?spid=190700263,-16%,2.0,2060000.0
49,Bộ 2 Cuộn Băng Keo Lụa Urgo 2.5cm,70000,https://tiki.vn/bo-2-cuon-bang-keo-lua-urgo-2-5cm-p31877656.html?spid=31877657,-10%,17.0,1190000.0
50,"Khẩu trang 3M 8822 P2 loại có van thở, lọc tối thiểu 94%, chống bụi mịn và vi khuẩn",175000,https://tiki.vn/khau-trang-3m-8822-p2-loai-co-van-tho-loc-toi-thieu-94-chong-bui-min-va-vi-khuan-p171056558.html?spid=171056560,-32%,2.0,350000.0
51,Khẩu trang trẻ em Gấu trúc StayDry,34320,https://tiki.vn/khau-trang-tre-em-gau-truc-staydry-p20534750.html?spid=20535269,-32%,1600.0,54912000.0
52,"NHIỆT KẾ ĐIỆN TỬ ĐO TAI, TRÁN BEURER FT65",693000,https://tiki.vn/nhiet-ke-dien-tu-do-tai-tran-beurer-ft65-p74156993.html?spid=133813111,-33%,16.0,11088000.0
53,"Đai lưng bụng ngải cứu - Đai chườm nóng bằng điện, ruột bằng ngải cứu khô và các loại thảo dược khác - Hỗ trợ giảm đau lưng do thoát vị đĩa đệm, gai đốt sống lưng, do làm việc quá sức",438805,https://tiki.vn/dai-lung-bung-ngai-cuu-dai-chuom-nong-bang-dien-ruot-bang-ngai-cuu-kho-va-cac-loai-thao-duoc-khac-ho-tro-giam-dau-lung-do-thoat-vi-dia-dem-gai-dot-song-lung-do-lam-viec-qua-suc-p82644956.html?spid=203286261,-43%,,
54,Cân Sức Khỏe 120kg Nhơn Hòa (Nhiều màu) - Giao màu ngẫu nhiên - Hàng Chính Hãng,415000,https://tiki.vn/can-suc-khoe-120kg-nhon-hoa-nhieu-mau-giao-mau-ngau-nhien-hang-chinh-hang-p544425.html?spid=2527117,-35%,1400.0,581000000.0
55,Hộp 5 bộ kit test Covid Acon FlowFlex SARS-CoV-2 Antigen Rapid Test (self test) - Thương hiệu Mỹ,139000,https://tiki.vn/hop-5-bo-kit-test-covid-acon-flowflex-flowflex-sars-cov-2-tu-test-tai-nha-thuong-hieu-my-p144616111.html?spid=144616112,-4%,516.0,71724000.0
56,"Máy massage xung điện trị liệu 8 miếng dán, 8 chế độ massage, xài pin tiểu",138432,https://tiki.vn/may-massage-xung-dien-tri-lieu-8-mieng-dan-8-che-do-massage-xai-pin-tieu-p52709589.html?spid=68076557,-41%,20.0,2768640.0
57,Cân sức khoẻ Nhơn Hoà - Màu ngẫu nhiên,350000,https://tiki.vn/can-suc-khoe-nhon-hoa-mau-ngau-nhien-p100586972.html?spid=100586973,-5%,105.0,36750000.0
58,( 10 cái) Khẩu Trang 3M 9001 Lọc 90% Bụi Mịn PM2.5 & Khí Thải Chuẩn N90,126000,https://tiki.vn/10-cai-khau-trang-3m-9001-loc-90-bui-min-pm2-5-khi-thai-chuan-n90-p111440146.html?spid=111440147,,92.0,11592000.0
59,Máy Massage Cầm Tay Có Đèn Hồng Ngoại Beurer MG40,790000,https://tiki.vn/may-massage-cam-tay-co-den-hong-ngoai-beurer-mg40-p416538.html?spid=119697,,479.0,378410000.0
60,"Máy Massage Lưng Và Thắt Lưng Nikio NK-158 - Công Nghệ Mát Xa Cải Tiến 4in1: Nhiệt Nóng, Xung Điện, Rung, Túi Khí - Hỗ Trợ Điều Trị Thoát Vị Đĩa Đệm, Thoái Hóa, Đau Cột Sống Lưng - Dòng Không Dây Pin Sạc, Có Remote Điều Khiển",1985000,https://tiki.vn/may-massage-lung-va-that-lung-nikio-nk-158-cong-nghe-mat-xa-cai-tien-4in1-nhiet-nong-xung-dien-rung-tui-khi-ho-tro-dieu-tri-thoat-vi-dia-dem-thoai-hoa-dau-cot-song-lung-dong-khong-day-pin-sac-co-remote-dieu-khien-p270066416.html?spid=270066417,,3.0,5955000.0
61,Hộp 50 que thử đường huyết dùng cho máy đo đường huyết OGCare,309000,https://tiki.vn/hop-50-que-thu-duong-huyet-dung-cho-may-do-duong-huyet-ogcare-p58407534.html?spid=69323488,,159.0,49131000.0
62,"Combo Baby SinusCare: Bộ Rửa, Vệ Sinh Mũi Xoang Trẻ Em NeilMed Sinus Rinse Kids - SX Mỹ(1 Bình + 30 gói muối và 1 Hộp 120 gói muối rửa bổ sung)",1068000,https://tiki.vn/combo-baby-sinuscare-bo-rua-ve-sinh-mui-xoang-tre-em-neilmed-sinus-rinse-kids-sx-my-1-binh-30-goi-muoi-va-1-hop-120-goi-muoi-rua-bo-sung-p68498826.html?spid=68498827,,17.0,18156000.0
63,"Cân sức khỏe Cân gia đình Camry BR202007A cao cấp hoạt động cơ học, trọng tải tối đa 130kg ( bước nhảy +-1kg ) - Hàng nhập khẩu",175000,https://tiki.vn/can-su-c-kho-e-can-gia-dinh-camry-br202007a-cao-cap-hoat-dong-co-hoc-trong-tai-toi-da-130kg-buoc-nhay-1kg-hang-nhap-khau-p119068215.html?spid=186497751,,21.0,3675000.0
64,Đệm Hơi Chống Loét Lucass LC 5789,799000,https://tiki.vn/dem-hoi-chong-loet-lucass-lc-5789-p20199880.html?spid=24238604,,91.0,72709000.0
65,Cân Điện Tử Sức Khỏe Thông Minh Digital Body Fat Scale 2020 Phân Tích Lượng Mỡ...Sử Dụng App Tiếng Việt,575000,https://tiki.vn/can-dien-tu-suc-khoe-thong-minh-digital-body-fat-scale-2020-phan-tich-luong-mo-su-dung-app-tieng-viet-p68247015.html?spid=68247016,,263.0,151225000.0
66,Nệm massage toàn thân Fuji Master FJM-2622 - Hàng chính hãng,1990000,https://tiki.vn/nem-mat-xa-nem-massage-toan-than-fuji-master-fjm-2622-hang-chinh-hang-p262464343.html?spid=262464346,,3.0,5970000.0
67,Máy tạo oxy Owgels 10 Lít có xông khí dung OZ-5-01GW0-10L HÀNG CÓ SẴN,15000000,https://tiki.vn/may-tao-oxy-owgels-10-lit-co-xong-khi-dung-oz-5-01gw0-10l-hang-co-san-p123946181.html?spid=123946182,,4.0,60000000.0
68,"Máy massage cầm tay chính hãng CWELL MG005, Tay Cầm nới dài 18cm, 4 đầu thay 8 chế độ massage mạnh, Pin trâu lên tới 8h",499000,https://tiki.vn/may-massage-cam-tay-chinh-hang-cwell-mg005-sung-massage-co-vai-gay-mat-xa-lung-co-tay-cam-tro-luc-co-the-thao-roi-p273396756.html?spid=273396760,,6.0,2994000.0
69,"Miếng dán massage xung điện cổ vai gáy, massage toàn thân, cơ bắp chân tay, 8 chế độ mát xa, 19 cường độ tuỳ chỉnh",27000,https://tiki.vn/mieng-dan-massage-xung-dien-co-vai-gay-massage-toan-than-co-bap-chan-tay-8-che-do-mat-xa-19-cuong-do-tuy-chinh-p252355827.html?spid=252355845,,13.0,351000.0
70,Kem liền sẹo Xeragel 10g,714000,https://tiki.vn/kem-xeragel-10g-p248654361.html?spid=248654362,,10.0,7140000.0
71,"COMBO 2 HỘP KHẨU TRANG Y TẾ WAKAMO NO - (4 Lớp, Hộp 10 Cái)",80000,https://tiki.vn/combo-2-hop-khau-trang-y-te-wakamo-no-4-lop-hop-10-cai-p103808180.html?spid=103808181,,624.0,49920000.0
72,Đai lưng thoát vị đĩa đệm DiskDr WG50G2 Hàn Quốc dành cho người trên 60kg,3850000,https://tiki.vn/dai-lung-thoat-vi-dia-dem-diskdr-wg50g2-han-quoc-danh-cho-nguoi-tren-60kg-p23124694.html?spid=23379478,,21.0,80850000.0
73,Cây lăn cầu gai bằng sừng trâu cỡ lớn đơn - Dụng cụ diện chẩn (MH830) Chăm sóc sức khỏe,259000,https://tiki.vn/cay-lan-cau-gai-bang-sung-trau-co-lon-don---dung-cu-dien-chan--mh830--cham-soc-suc-khoe-p119927593.html?spid=119927594,,12.0,3108000.0
74,Máy hút mũi và xông khí dung 2 trong 1 Omron Duobaby,2199000,https://tiki.vn/may-hut-mui-va-xong-khi-dung-2-trong-1-omron-duobaby-p197710097.html?spid=197710099,,4.0,8796000.0
75,(COMBO 3 HỘP + QUÀ TẶNG) Khẩu Trang KF94 Người Lớn Màu Trắng Tenamyd Chính Hãng,269000,https://tiki.vn/combo-3-hop-qua-tang-khau-trang-kf94-nguoi-lon-mau-trang-tenamyd-chinh-hang-p272919224.html?spid=272919227,,13.0,3497000.0
76,Đệm Massage Toàn Thân 5 Bi mẫu mới,336000,https://tiki.vn/dem-massage-toan-than-5-bi-mau-moi-p220663181.html?spid=51668410,,45.0,15120000.0
77,1 MÁY ĐO NỒNG ĐỘ CỒN HƠI THỞ KIỂM TRA KẾT QUẢ NHANH AN TOÀN KHI LÁI XE HÀNG CHUẨN,177000,https://tiki.vn/1-ma-y-do-nong-do-con-hoi-tho-kie-m-tra-ke-t-qua-nhanh-an-toa-n-khi-la-i-xe-ha-ng-chuan-p253321457.html?spid=253321458,,1.0,177000.0
78,Đèn Hồng Ngoại Hỗ Trợ Trị Liệu Beurer - Loại 300W Điện Tử - IL50,1949000,https://tiki.vn/den-hong-ngoai-tri-lieu-beurer-loai-300w-dien-tu-il50-p442690.html?spid=133816573,,10.0,19490000.0
79,"Đai Chống Gù Lưng GENKY Cho Nam Nữ Trẻ Em, Định Hình Cột Sống, Giảm Đau Lưng, Hỗ Trợ Cổ Và Vai, Chống Cong Vẹo Cột Sống - Hàng Chính Hãng",103550,https://tiki.vn/dai-chong-gu-lung-genky-cho-nam-nu-tre-em-dinh-hinh-cot-song-giam-dau-lung-ho-tro-co-va-vai-chong-cong-veo-cot-song-p252711040.html?spid=252711042,,1.0,103550.0
80,"Đai lưng chống gù thế hệ mới, cải thiện cột sống, dùng được cho cả người lớn và trẻ em",145000,https://tiki.vn/dai-lung-chong-gu-the-he-moi-cai-thien-cot-song-dung-duoc-cho-ca-nguoi-lon-va-tre-em-p271590425.html?spid=271590429,-32%,4.0,580000.0
81,Nạng khuỷu tay inox,195000,https://tiki.vn/nang-khuyu-tay-inox-p59513379.html?spid=59513380,-7%,24.0,4680000.0
82,[HCM] Dụng cụ diện chẩn - Lăn cầu gai đôi lớn - Dụng cụ Massage,137000,https://tiki.vn/hcm-dung-cu-dien-chan-lan-cau-gai-doi-lon-dung-cu-massage-p206489983.html?spid=206489984,-36%,10.0,1370000.0
83,Cân sức khỏe điện tử thông minh Rapido RSB02-S kết nối Bluetooth,216999,https://tiki.vn/can-suc-khoe-dien-tu-thong-minh-rapido-rsb02-s-ket-noi-bluetooth-p103081466.html?spid=199668389,-24%,74.0,16057926.0
84,GỐI MASSAGE HỒNG NGOẠI 8 BI,145000,https://tiki.vn/goi-massage-hong-ngoai-8-bi-p104760784.html?spid=260406296,-18%,4.0,580000.0
85,"Đai chống gù lưng trẻ em, người lớn điều chỉnh tư thế GoodFit GF715P đai chống gù lưng cho bé",149000,https://tiki.vn/dai-chong-gu-lung-tre-em-nguoi-lon-dieu-chinh-tu-the-goodfit-gf715p-dai-chong-gu-lung-cho-be-p252290229.html?spid=252290235,-30%,22.0,3278000.0
86,Đai Hỗ Trợ Cổ Tay Olympyan,120000,https://tiki.vn/dai-co-tay-olympian-p9882606.html?spid=9882612,-45%,33.0,3960000.0
87,Cân điện tử sức khỏe Thông Minh có kết nối bluetooth tiện lợi cho gia đình,269000,https://tiki.vn/can-dien-tu-suc-khoe-thong-minh-co-ket-noi-bluetooth-tien-loi-cho-gia-dinh-p272045007.html?spid=272045009,-31%,19.0,5111000.0
88,"Gối massage hồng ngoại, matxa toàn thân bằng 20 bi linh hoạt, kết hợp 2 điểm rung có thể điều chỉnh và 2 nút massage bằng từ tính, logo thêu cao cấp thích hợp làm quà tặng - Hàng chính hãng",415000,https://tiki.vn/goi-massage-hong-ngoai-matxa-toan-than-bang-16-bi-linh-hoat-ket-hop-2-diem-rung-co-the-dieu-chinh-va-2-nut-massage-bang-tu-tinh-hang-chinh-hang-p273298688.html?spid=273298689,-20%,1.0,415000.0
89,Túi chườm điện nóng lạnh đa năng Mặt trời,89000,https://tiki.vn/tui-chuom-dien-nong-lanh-da-nang-mat-troi-p118175197.html?spid=138861402,-28%,9.0,801000.0
90,Máy Đo Huyết Áp Cổ Tay Microlife 3BU1-3,608000,https://tiki.vn/may-do-huyet-ap-co-tay-microlife-3bu1-3-p2768163.html?spid=140990425,-46%,3.0,1824000.0
91,Que Thử Đường Huyết One Touch Ultra Plus Flex Johnsons & Johnson ( lọ 25 que thử ),229000,https://tiki.vn/que-thu-duong-huyet-one-touch-ultra-plus-flex-johnsons-johnson-lo-25-que-thu-p33469718.html?spid=105650758,-16%,64.0,14656000.0
92,Cây Massage Đầu Thư Giản Xả Stress - Màu Ngẫu Nhiên,10000,https://tiki.vn/cay-massage-dau-thu-gian-xa-stress-mau-ngau-nhien-p50017132.html?spid=154489516,-54%,30.0,300000.0
93,Gậy 4 Chân Điều Chỉnh Chiều Cao Onex,165000,https://tiki.vn/gay-4-chan-dieu-chinh-chieu-cao-onex-p2789849.html?spid=2798905,-22%,216.0,35640000.0
94,Máy đo huyết áp giúp theo dõi sức khỏe hằng ngày của gia đình bạn. Tặng kèm theo ghế massage Toàn thân,3125000,https://tiki.vn/may-do-huyet-ap-giup-theo-doi-suc-khoe-hang-ngay-cua-gia-dinh-ban-tang-kem-theo-ghe-massage-toan-than-p273380883.html?spid=273380884,,5.0,15625000.0
95,Đai Lưng Pro Hard Slim Nhật Bản,948000,https://tiki.vn/dai-lung-pro-hard-slim-nhat-ban-p4370805.html?spid=133263262,,35.0,33180000.0
96,"Gối massage vai gáy vòng cổ chữ U đa năng cao cấp, mô phỏng mát xa 3D",213999,https://tiki.vn/goi-massage-vai-gay-vong-co-chu-u-da-nang-cao-cap-mo-phong-mat-xa-3d-p59439009.html?spid=271042348,,2.0,427998.0
97,"Que thử đường huyết Accu-Chek Guide, NK chính ngạch, SX tại Mỹ, Tem niêm phong và nhãn phụ tiếng việt đầy đủ, Hộp 25",89000,https://tiki.vn/que-thu-duong-huyet-accu-chek-guide-nk-chinh-ngach-sx-tai-my-tem-niem-phong-va-nhan-phu-tieng-viet-day-du-hop-25-p214810214.html?spid=214810218,,2.0,178000.0
