title,price,link_item,index_,Discount,countReviews,Brand,Store
Điện thoại Samsung Galaxy A71,8.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a71-i668372888.html,1,,Đăk Lăk,,
Điện thoại Google Pixel 6 Pro / 6pro Nguyên Zin Ram 12Gb Chip Google Tensor,6.548.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-6-pro-6pro-nguyen-zin-ram-12gb-chip-google-tensor-i1937463988.html,2,,"18 Đã bán
(11)
Hồ Chí Minh",,
"điện thoại Vivo Y21s 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y21s-2sim-ram-8g256g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2408635793.html,3,35% Off,"74 Đã bán
(55)
Hồ Chí Minh",,
"điện thoại Oppo A57 2022 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",1.299.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a57-2022-2sim-ram-8g256g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2398468994.html,4,44% Off,"309 Đã bán
(71)
Hồ Chí Minh",,
điện thoại Samsung Galaxy A10s máy 2sim ram 3G/32G Chính Hãng - Bảo hành 12 tháng,499.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a10s-may-2sim-ram-3g32g-chinh-hang-bao-hanh-12-thang-i2202695978.html,5,44% Off,"105 Đã bán
(101)
Hồ Chí Minh",,
"điện thoại Vivo V15 2sim ram 8G/256G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-v15-2sim-ram-8g256g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2508318480.html,6,41% Off,"103 Đã bán
(23)
Hồ Chí Minh",,
"Oppo Reno5 - điện thoại Oppo Reno 5 máy 2sim ram 8G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.299.000 ₫,https://www.lazada.vn/products/oppo-reno5-dien-thoai-oppo-reno-5-may-2sim-ram-8g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2316439098.html,7,44% Off,"37 Đã bán
(36)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi 6A 2sim ram 4G bộ nhớ 64G Chính Hãng, Màn hình: IPS LCD , 5,45″ HD, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",899.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-6a-2sim-ram-4g-bo-nho-64g-chinh-hang-man-hinh-ips-lcd-545-hd-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2035028773.html,8,28% Off,"28 Đã bán
(18)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi 6 Pro 2sim ram 3G/32G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",449.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-6-pro-2sim-ram-3g32g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2520815932.html,9,42% Off,"128 Đã bán
(30)
Hồ Chí Minh",,
Điện Thoại Samsung Galaxy Y S5360,198.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-y-i2354825059.html,10,23% Off,"8 Đã bán
(4)
Hà Nội",,
