title,price,link_item,index_,Discount,countReviews,Brand,Store
điện thoại LG nexus 5 ram 2GB,505.900 ₫,https://www.lazada.vn/products/dien-thoai-lg-nexus-5-ram-2gb-i1969747498.html,1,18% Off,"38 Đã bán
(10)
Nghệ An",,
"điện thoại Oppo A7 2sim ram 6G/128G máy Chính Hãng, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",549.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a7-2sim-ram-6g128g-may-chinh-hang-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2160210749.html,2,39% Off,"45 Đã bán
(40)
Hồ Chí Minh",,
Điện thoại Google Pixel 5 5G Ram 8/128 Nguyên Zin,4.170.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-5-5g-ram-8128-nguyen-zin-i1734865491.html,3,,"28 Đã bán
(10)
Hồ Chí Minh",,
"Điện thoại Samsung Galaxy M14 5G, Mới 100%, Bảo hành chính hãng",4.149.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-m14-5g-moi-100-bao-hanh-chinh-hang-i2425167820.html,4,24% Off,"141 Đã bán
(15)
Hồ Chí Minh",,
"điện thoại máy Chính Hãng Vsmart Live 4 2sim ram 6G/64G, cấu hình CPU siêu Cao Cấp, đánh mọi Game PUBG/Liên Quân/Free Fire siêu mượt",599.000 ₫,https://www.lazada.vn/products/dien-thoai-may-chinh-hang-vsmart-live-4-2sim-ram-6g64g-cau-hinh-cpu-sieu-cao-cap-danh-moi-game-pubglien-quanfree-fire-sieu-muot-i2147695013.html,5,40% Off,"101 Đã bán
(73)
Hồ Chí Minh",,
"điện thoại Cảm ứng siêu rẻ Xiaomi Mi A2 Lite - điện thoại Xiaomi Mi A2 Lite 2sim ram 3G/32G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",449.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-sieu-re-xiaomi-mi-a2-lite-dien-thoai-xiaomi-mi-a2-lite-2sim-ram-3g32g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2315014620.html,6,34% Off,"38 Đã bán
(34)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy Note 20 Ultra 5G (12GB/256GB) Hàng chính hãng,9.500.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-note-20-ultra-5g-12gb256gb-hang-chinh-hang-i2044071547.html,7,32% Off,Hà Nội,,
"Điện thoại Cảm ứng Cao Cấp Giá rẻ Oppo Reno4 SE 5G - điện thoại Oppo Reno 4 SE 5G 2sim ram 8G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.099.000 ₫,https://www.lazada.vn/products/dien-thoai-cam-ung-cao-cap-gia-re-oppo-reno4-se-5g-dien-thoai-oppo-reno-4-se-5g-2sim-ram-8g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2315682784.html,8,42% Off,"44 Đã bán
(43)
Hồ Chí Minh",,
"Xiaomi Note 8 - điện thoại Xiaomi Redmi Note 8 2sim ram 4G/64G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",949.000 ₫,https://www.lazada.vn/products/xiaomi-note-8-dien-thoai-xiaomi-redmi-note-8-2sim-ram-4g64g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2305848941.html,9,47% Off,"45 Đã bán
(41)
Hồ Chí Minh",,
"Xiaomi Note 3 Pro - điện thoại Xiaomi Redmi Note 3 Pro 2sim ram 2/16G máy Chính Hãng, Điện thoại Cảm ứng Cao Cấp Giá rẻ, Bảo hành 12 tháng",399.000 ₫,https://www.lazada.vn/products/xiaomi-note-3-pro-dien-thoai-xiaomi-redmi-note-3-pro-2sim-ram-216g-may-chinh-hang-dien-thoai-cam-ung-cao-cap-gia-re-bao-hanh-12-thang-i2304073512.html,10,43% Off,"34 Đã bán
(29)
Hồ Chí Minh",,
"[ SALE PHÁ GIÁ SÀN ] Samsung A50s - điện thoại Samsung A50s máy 2sim ram 4G/64G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",899.000 ₫,https://www.lazada.vn/products/sale-pha-gia-san-samsung-a50s-dien-thoai-samsung-a50s-may-2sim-ram-4g64g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2298576085.html,11,40% Off,"47 Đã bán
(44)
Hồ Chí Minh",,
"điện thoại Oppo A32 2022 máy 2sim ram 4G/128G Chính Hãng, Màn hình 6.5inch, Camera sau: Chính 48 MP & Phụ 2 MP, 2 MP, Bảo hành 12 tháng",1.399.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a32-2022-may-2sim-ram-4g128g-chinh-hang-man-hinh-65inch-camera-sau-chinh-48-mp-phu-2-mp-2-mp-bao-hanh-12-thang-i2231793685.html,12,41% Off,"42 Đã bán
(36)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A50s máy 2sim ram 4G/64G Chính Hãng, Cân Game siêu mượt - Bảo hành 12 Tháng",999.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a50s-may-2sim-ram-4g64g-chinh-hang-can-game-sieu-muot-bao-hanh-12-thang-i2200845053.html,13,50% Off,"111 Đã bán
(104)
Hồ Chí Minh",,
"[ RẺ NHƯ GIÁ SIÊU RẺ ] điện thoại giá rẻ LG V50 ThinQ 5G ram 6G/128G, cấu hình máy khủng, cày game nặng siêu mượt mà,Máy đủ màu _ MS01",2.149.000 ₫,https://www.lazada.vn/products/re-nhu-gia-sieu-re-dien-thoai-gia-re-lg-v50-thinq-5g-ram-6g128g-cau-hinh-may-khung-cay-game-nang-sieu-muot-mamay-du-mau-_-ms01-i2493903452.html,14,26% Off,"107 Đã bán
(61)
Hồ Chí Minh",,
"Xiaomi 9 - điện thoại Xiaomi Redmi 9 2sim ram 4G/64G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.399.000 ₫,https://www.lazada.vn/products/xiaomi-9-dien-thoai-xiaomi-redmi-9-2sim-ram-4g64g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2305012119.html,15,39% Off,"39 Đã bán
(36)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi Note 5 Pro 2sim Chính Hãng ram 3G/32G, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",399.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-5-pro-2sim-chinh-hang-ram-3g32g-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2035995699.html,16,49% Off,"98 Đã bán
(75)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A70 máy 2sim ram 6G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng - TTN 01",949.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a70-may-2sim-ram-6g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-ttn-01-i2299087607.html,17,44% Off,"470 Đã bán
(144)
Hồ Chí Minh",,
"Xiaomi Mi 8 - điện thoại Xiaomi Mi8 2sim ram 6G/64G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",949.000 ₫,https://www.lazada.vn/products/xiaomi-mi-8-dien-thoai-xiaomi-mi8-2sim-ram-6g64g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2304740592.html,18,41% Off,"41 Đã bán
(32)
Hồ Chí Minh",,
"Oppo K9x 5G - điện thoại Oppo K9X bản 5G máy 2sim Ram 8G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.299.000 ₫,https://www.lazada.vn/products/oppo-k9x-5g-dien-thoai-oppo-k9x-ban-5g-may-2sim-ram-8g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320203569.html,19,44% Off,"41 Đã bán
(40)
Hồ Chí Minh",,
"[SIÊU SALE GIÁ SỐC } điện thoại Oppo A3s 2sim 3GB/32GB MỚI KENG _CHÍNH HÃNG CÔNG TY MỚI , Chiến Game mượt _ YÊN TÂM MUA SẮM TẠI FPT MOBILE SHOP",1.399.000 ₫,https://www.lazada.vn/products/sieu-sale-gia-soc-dien-thoai-oppo-a3s-2sim-3gb32gb-moi-keng-_chinh-hang-cong-ty-moi-chien-game-muot-_-yen-tam-mua-sam-tai-fpt-mobile-shop-i2053331952.html,20,30% Off,"33 Đã bán
(15)
Hồ Chí Minh",,
"[ SALE PHÁ GIÁ SÀN ] Samsung A02s - điện thoại Samsung Galaxy A02s 2sim ram 4G/64G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng - TTN 01",899.000 ₫,https://www.lazada.vn/products/sale-pha-gia-san-samsung-a02s-dien-thoai-samsung-galaxy-a02s-2sim-ram-4g64g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-ttn-01-i2297538861.html,21,40% Off,"401 Đã bán
(126)
Hồ Chí Minh",,
điện thoại Samsusng Galaxy S21 5G máy 2sim ram 8G/128 Chính Hãng - Bảo hành 12 tháng,2.199.000 ₫,https://www.lazada.vn/products/dien-thoai-samsusng-galaxy-5g-may-2sim-ram-8g128-chinh-hang-bao-hanh-12-thang-i2196935772.html,22,37% Off,"54 Đã bán
(44)
Hồ Chí Minh",,
"điện thoại Vivo Y67 2sim ram 4G/64G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",449.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y67-2sim-ram-4g64g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2408993410.html,23,43% Off,"80 Đã bán
(61)
Hồ Chí Minh",,
"[ SALE PHÁ GIÁ SÀN ] Xiaomi Note 10 5G - điện thoại Xiaomi Redmi Note 10 5G ram 4G/64G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",949.000 ₫,https://www.lazada.vn/products/sale-pha-gia-san-xiaomi-note-10-5g-dien-thoai-xiaomi-redmi-note-10-5g-ram-4g64g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2304654788.html,24,47% Off,"34 Đã bán
(33)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy M02 máy 2sim ram 3/32G máy Chính Hãng, Màn hình: PLS LCD6.5""HD+ - Bảo hành 12 tháng",519.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-m02-may-2sim-ram-332g-may-chinh-hang-man-hinh-pls-lcd65hd-bao-hanh-12-thang-i2200918198.html,25,39% Off,"48 Đã bán
(43)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A21s máy 2sim ram 6G/128G Chính Hãng, Màn hình: TFT LCD6.5""HD+, Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP - Bảo hành 12 tháng",1.199.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a21s-may-2sim-ram-6g128g-chinh-hang-man-hinh-tft-lcd65hd-camera-sau-chinh-48-mp-phu-8-mp-2-mp-2-mp-bao-hanh-12-thang-i2200941786.html,26,36% Off,"60 Đã bán
(56)
Hồ Chí Minh",,
"điện thoại Oppo Reno2 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",1.349.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-reno2-2sim-ram-8g256g-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2398674105.html,27,41% Off,"275 Đã bán
(56)
Hồ Chí Minh",,
