title,price,link_item,index_,Discount,countReviews,Brand,Store
"điện thoại Xiaomi Redmi Note 8 Chính Hãng 2sim ram 6G bộ nhớ 64G, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",1.298.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-note-8-chinh-hang-2sim-ram-6g-bo-nho-64g-cau-hinh-chip-cao-manh-me-cay-lien-quan-pubg-free-fire-tiktok-sieu-muot-i2034534939.html,1,42% Off,"81 Đã bán
(65)
Hồ Chí Minh",,
"Điện Thoại Google Pixel 4 Chip 855 6/64Gb Face ID Likenew Chính Hãng, SonPixel",4.500.000 ₫,https://www.lazada.vn/products/dien-thoai-google-pixel-4-chip-855-664gb-face-id-likenew-chinh-hang-sonpixel-i1479871116.html,2,,"49 Đã bán
(21)
Hà Nội",,
"điện thoại Samsung Galaxy A30 Chính Hãng 2sim ram 3G bộ nhớ 32G, màn 6.4inch, Camera siêu nét - TNN 03",950.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a30-chinh-hang-2sim-ram-3g-bo-nho-32g-man-64inch-camera-sieu-net-tnn-03-i2197418909.html,3,,"63 Đã bán
(26)
Hồ Chí Minh",,
"điện thoại giá siêu rẻ Oppo F1S - Oppo A59 2sim ram 4G/32G máy Chính Hãng, cấu hình CPU siêu Cao Cấp, đánh mọi Game PUBG/Liên Quân/Free Fire siêu mượt",549.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-oppo-f1s-oppo-a59-2sim-ram-4g32g-may-chinh-hang-cau-hinh-cpu-sieu-cao-cap-danh-moi-game-pubglien-quanfree-fire-sieu-muot-i2202819923.html,4,49% Off,"41 Đã bán
(10)
Hồ Chí Minh",,
"Smartphone 6S PLus - 16-32-64GB, Màn hình rộng 5.5 inch, Ram 2GB, Camera 12 MP. Bảo hành 3-12 tháng, Tặng phụ kiện khi mua máy",1.190.000 ₫,https://www.lazada.vn/products/smartphone-6s-plus-16-32-64gb-man-hinh-rong-55-inch-ram-2gb-camera-12-mp-bao-hanh-3-12-thang-tang-phu-kien-khi-mua-may-i2429107478.html,5,20% Off,"65 Đã bán
(17)
Hà Nội",,
Điện thoại Samsung Galaxy Z Fold 5 5G - Hàng Chính Hãng Nguyên seal Mới 100%,29.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-fold-5-5g-hang-chinh-hang-nguyen-seal-moi-100-i2396629414.html,6,27% Off,Đà Nẵng,,
"Oppo Reno3 5G - điện thoại Oppo Reno 3 bản 5G 2sim ram 12G/256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.449.000 ₫,https://www.lazada.vn/products/oppo-reno3-5g-dien-thoai-oppo-reno-3-ban-5g-2sim-ram-12g256g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2316221157.html,7,37% Off,"39 Đã bán
(37)
Hồ Chí Minh",,
"Oppo A53 2020 - điện thoại Oppo A53 2020 2sim ram 6G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",949.000 ₫,https://www.lazada.vn/products/oppo-a53-2020-dien-thoai-oppo-a53-2020-2sim-ram-6g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2320822904.html,8,40% Off,"43 Đã bán
(40)
Hồ Chí Minh",,
"Điện Thoại Xia.omi Re.dmi 9C ( 3-4G/64-128GB ) like new đẹp 90-95%, Huyhang126.",1.350.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-9c-3-4g64-128gb-like-new-dep-90-95-huyhang126-i1553581526.html,9,23% Off,"(2)
Hà Nội",,
"Samsung M30s - điện thoại Samsung Galaxy M30s 2sim ram 4G/64G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",997.000 ₫,https://www.lazada.vn/products/samsung-m30s-dien-thoai-samsung-galaxy-m30s-2sim-ram-4g64g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2299659311.html,10,41% Off,"91 Đã bán
(52)
Hồ Chí Minh",,
"điện thoại giá rẻ Oppo K1 2sim ram 8G/256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng NNT 01",1.633.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-oppo-k1-2sim-ram-8g256g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-nnt-01-i2498332032.html,11,"46% Off
Low Price","121 Đã bán
(16)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy S23 FE (8GB/128GB) - Hàng Chính Hãng,11.790.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-8gb128gb-hang-chinh-hang-i1689011309.html,12,26% Off,"(1)
Hồ Chí Minh",,
"điện thoại Xiaomi Redmi 9C 2sim ram 4G/64G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",949.000 ₫,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-9c-2sim-ram-4g64g-may-chinh-hang-cau-hinh-sieu-khung-cay-game-nang-muot-ma-camera-sieu-net-bao-hanh-12-thang-nnt-02-i2519928974.html,13,39% Off,"126 Đã bán
(30)
Hồ Chí Minh",,
"điện thoại giá siêu rẻ dành cho học sinh, người già Samsung Galaxy J2 Prime 2sim máy Chính Hãng, nghe gọi tốt, Camera nét, cảm ứng mượt",447.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-danh-cho-hoc-sinh-nguoi-gia-samsung-galaxy-j2-prime-2sim-may-chinh-hang-nghe-goi-tot-camera-net-cam-ung-muot-i2201623497.html,14,44% Off,"52 Đã bán
(51)
Hồ Chí Minh",,
"[ SALE PHÁ GIÁ SÀN ] Samsung A9 2018 - điện thoại Samsung Galaxy A9 2018 (A920) ram 6G/128G 2sim Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",899.000 ₫,https://www.lazada.vn/products/sale-pha-gia-san-samsung-a9-2018-dien-thoai-samsung-galaxy-a9-2018-a920-ram-6g128g-2sim-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2298588279.html,15,39% Off,"52 Đã bán
(51)
Hồ Chí Minh",,
"điện thoại Oppo Reno3 5G Chính Hãng 2sim ram 12G rom 256G, Màn hình: IPS LCD6.4""HD+, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",1.299.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-reno3-5g-chinh-hang-2sim-ram-12g-rom-256g-man-hinh-ips-lcd64hd-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2023264740.html,16,43% Off,"100 Đã bán
(90)
Hồ Chí Minh",,
"điện thoại Vivo Y22s ram 8G/256G 2sim máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",649.000 ₫,https://www.lazada.vn/products/dien-thoai-vivo-y22s-ram-8g256g-2sim-may-chinh-hang-cau-hinh-cao-cap-chien-moi-game-nang-sieu-muot-bao-hanh-12-thang-i2408717116.html,17,41% Off,"197 Đã bán
(98)
Hồ Chí Minh",,
"Realme C17 - điện thoại Realme C17 2sim ram 6G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",999.000 ₫,https://www.lazada.vn/products/realme-c17-dien-thoai-realme-c17-2sim-ram-6g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2317229921.html,18,38% Off,"40 Đã bán
(37)
Hồ Chí Minh",,
"điện thoại giá siêu rẻ Chính Hãng Samsung Galaxy A71 máy 2sim ram 8G/128G, Màn hình: Super AMOLED6.7""Full HD+, Camera sau: Chính 64 MP & Phụ 12 MP, 5 MP, 5 MP - Bảo hành 12 Tháng",1.549.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-chinh-hang-samsung-galaxy-a71-may-2sim-ram-8g128g-man-hinh-super-amoled67full-hd-camera-sau-chinh-64-mp-phu-12-mp-5-mp-5-mp-bao-hanh-12-thang-i2197414375.html,19,42% Off,"72 Đã bán
(50)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy A32 máy 2sim ram 6G/128G Chính Hãng, Màn hình: Super AMOLED6.4""Full HD+ - Bảo hành 12 Tháng",1.599.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a32-may-2sim-ram-6g128g-chinh-hang-man-hinh-super-amoled64full-hd-bao-hanh-12-thang-i2197599339.html,20,46% Off,"47 Đã bán
(44)
Hồ Chí Minh",,
Điện thoại Samsung Galaxy A25 5G 6GB/128GB - Hàng chính hãng,5.990.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a25-5g-6gb128gb-hang-chinh-hang-i2516499497.html,21,9% Off,Đà Nẵng,,
"Google Pixel 2XL - điện thoại Google Pixel 2 XL ram 4G/64G máy Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất, Bảo hành 12 tháng",1.499.000 ₫,https://www.lazada.vn/products/google-pixel-2xl-dien-thoai-google-pixel-2-xl-ram-4g64g-may-chinh-hang-cay-game-luot-wed-tiktok-facebook-youtube-dinh-chat-bao-hanh-12-thang-i2324165499.html,22,40% Off,"24 Đã bán
(20)
Hồ Chí Minh",,
Điện Thoại IP6 Plus bản Quốc tế.Lắp sim nghe gọi vào mạng.Cài game và các ứng dụng.Bảo hành 12 Tháng lỗi 1 đổi 1,900.000 ₫,https://www.lazada.vn/products/dien-thoai-ip6-plus-ban-quoc-telap-sim-nghe-goi-vao-mangcai-game-va-cac-ung-dungbao-hanh-12-thang-loi-1-doi-1-i2297539380.html,23,40% Off,"37 Đã bán
(12)
Nam Định",,
"Oppo A12 - điện thoại Oppo A12 2sim ram 6G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.299.000 ₫,https://www.lazada.vn/products/oppo-a12-dien-thoai-oppo-a12-2sim-ram-6g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2322989014.html,24,44% Off,"23 Đã bán
(21)
Hồ Chí Minh",,
"điện thoại Samsung Galaxy S10 5G ram 8G/256G Chính Hãng, Màn hình: Dynamic AMOLED6.7""Quad HD+ (2K+) - Bảo hành 12 tháng",1.399.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-ram-8g256g-chinh-hang-man-hinh-dynamic-amoled67quad-hd-2k-bao-hanh-12-thang-i2201105491.html,25,44% Off,"96 Đã bán
(96)
Hồ Chí Minh",,
"Điện thoại Oppo F1s RAM 4GB bộ nhớ 64GB 2SIM Màn hình HD IPS LCD, rộng 5.5 inches Camera trước: 8MP, Camera sau: 13MP Mediatek MT6750 8 nhân 1.0 – 1.5 GHz Pin 3075 mAh",645.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-f1s-ram-4gb-bo-nho-64gb-2sim-man-hinh-hd-ips-lcd-rong-55-inches-camera-truoc-8mp-camera-sau-13mp-mediatek-mt6750-8-nhan-10-15-ghz-pin-3075-mah-i2512533733.html,26,46% Off,"137 Đã bán
(26)
Hồ Chí Minh",,
điện thoại Samsung Galaxy S10 ram 8G/128G máy Chính Hãng - Bảo hành 12 tháng,1.549.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ram-8g128g-may-chinh-hang-bao-hanh-12-thang-i2201166458.html,27,35% Off,"97 Đã bán
(95)
Hồ Chí Minh",,
"điện thoại giá rẻ cho học sinh trẻ em điện thoại Vivo X7 Plus 2sim ram 6G/128G Máy Chính Hãng, cảm ứng mượt, Camera siêu đẹp, máy nghe gọi tốt, Full Zalo Facebook Youtube, cày game mượt, Bảo hành 12 tháng",649.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-cho-hoc-sinh-tre-em-dien-thoai-vivo-x7-plus-2sim-ram-6g128g-may-chinh-hang-cam-ung-muot-camera-sieu-dep-may-nghe-goi-tot-full-zalo-facebook-youtube-cay-game-muot-bao-hanh-12-thang-i2338999234.html,28,34% Off,"37 Đã bán
(37)
Hồ Chí Minh",,
"điện thoại Oppo A16 Chính Hãng 2sim ram 6G bộ nhớ 128G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",999.000 ₫,https://www.lazada.vn/products/dien-thoai-oppo-a16-chinh-hang-2sim-ram-6g-bo-nho-128g-cau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2022194322.html,29,44% Off,"64 Đã bán
(59)
Hồ Chí Minh",,
giá rẻ học sinh，Điện thoại a52s Ultra điện thoại Full HD 7.5Inch Điện Thoại Di Động Bộ Nhớ Lớn 12+512GB Hai Thẻ Sim Camera HD 24+48MP Pin 6800mAh Android 11.0 dien thoại di động giá rẻ Hỗ trợ Bluetooth Sim kép,1.180.000 ₫,https://www.lazada.vn/products/gia-re-hoc-sinhdien-thoai-a52s-ultra-dien-thoai-full-hd-75inch-dien-thoai-di-dong-bo-nho-lon-12512gb-hai-the-sim-camera-hd-2448mp-pin-6800mah-android-110-dien-thoai-di-dong-gia-re-ho-tro-bluetooth-sim-kep-i2414360786.html,30,38% Off,"21 Đã bán
(12)
Hà Nội",,
Điện thoại Sony XZ2 Compact ram 4G 64G - Snap 845 Màn 5.0 FullHD,1.398.000 ₫,https://www.lazada.vn/products/dien-thoai-sony-xz2-compact-ram-4g-64g-snap-845-man-50-fullhd-i1537688744.html,31,36% Off,"104 Đã bán
(43)
Nghệ An",,
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,2.978.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a05-4gb128gb-hang-chinh-hang-i2514028173.html,32,,Hải Phòng,,
"điện thoại giá rẻ cho học sinh trẻ em Sony C - điện thoại Sony Xperia C máy Chính Hãng, nghe gọi to rõ, cảm ứng mượt, Full Zalo Facebook Youtube chất",348.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-cho-hoc-sinh-tre-em-sony-c-dien-thoai-sony-xperia-c-may-chinh-hang-nghe-goi-to-ro-cam-ung-muot-full-zalo-facebook-youtube-chat-i2315480592.html,33,44% Off,"84 Đã bán
(63)
Hồ Chí Minh",,
Điện thoại Nokia 106-107 2015pin sạc đầy đủ,95.000 ₫,https://www.lazada.vn/products/dien-thoai-nokia-106-107-2015pin-sac-day-du-i2481925263.html,34,41% Off,"5 Đã bán
(5)
Bình Định",,
"điện thoại Samsung Galaxy S10 Plus (S10+) ram 8G/128G máy Chính Hãng, Màn hình: Dynamic AMOLED6.4""Quad HD+ (2K+) - Bảo hành 12 tháng",1.799.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-plus-ram-8g128g-may-chinh-hang-man-hinh-dynamic-amoled64quad-hd-2k-bao-hanh-12-thang-i2201046817.html,35,18% Off,"103 Đã bán
(101)
Hồ Chí Minh",,
điện thoại Giá siêu rẻ dành cho Học sinh sinh viên Samsung Galaxy S8 Plus 2sim máy Chính Hãng - Bảo hành 12 tháng,899.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-sieu-re-danh-cho-hoc-sinh-sinh-vien-samsung-galaxy-plus-2sim-may-chinh-hang-bao-hanh-12-thang-i2196213755.html,36,44% Off,"100 Đã bán
(94)
Hồ Chí Minh",,
"[ Rẻ Hủy Diệt ] điện thoại Oppo A57 2022 Chính Hãng ram 8G/256G,Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",998.000 ₫,https://www.lazada.vn/products/re-huy-diet-dien-thoai-oppo-a57-2022-chinh-hang-ram-8g256gcau-hinh-manh-dinh-cay-pubglien-quanfree-firetiktok-sieu-muot-i2023955863.html,37,45% Off,"121 Đã bán
(96)
Hồ Chí Minh",,
"Điện thoại Samsung Galaxy M34 5G (8GB/128GB) Nguyên seal, chính hãng, MỚI 100%, Màn hình: 6.5 inch, Super AMOLED, Camera sau Camera: 50 MP 8 MP 2 MP, Camera trước: 13 MP, CPU: Exynos 1280, Dung lượng pin: 6000 mAh",6.190.000 ₫,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-m34-5g-8gb128gb-nguyen-seal-chinh-hang-moi-100-man-hinh-65-inch-super-amoled-camera-sau-camera-50-mp-8-mp-2-mp-camera-truoc-13-mp-cpu-exynos-1280-dung-luong-pin-6000-mah-i2435310849.html,38,23% Off,Hồ Chí Minh,,
"điện thoại giá rẻ cho học sinh trẻ em Oppo A15s - điện thoại Oppo A15s 2sim ram 6G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",549.000 ₫,https://www.lazada.vn/products/dien-thoai-gia-re-cho-hoc-sinh-tre-em-oppo-a15s-dien-thoai-oppo-a15s-2sim-ram-6g128g-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2321553334.html,39,44% Off,"40 Đã bán
(36)
Hồ Chí Minh",,
"Oppo Reno 5 Pro 5G - điện thoại Oppo Reno 5 Pro 5G ram 8G/128G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",1.799.000 ₫,https://www.lazada.vn/products/oppo-reno-5-pro-5g-dien-thoai-oppo-reno-5-pro-5g-ram-8g128g-may-chinh-hang-luot-wed-tiktok-facebook-youtube-chat-bao-hanh-12-thang-i2315521409.html,40,49% Off,"35 Đã bán
(33)
Hồ Chí Minh",,
