,title,price,link_item,index,discount,sales
0,"Dầu dừa ghee Viet healthy 1000ml, giàu vitamin A,D,K2,E, giúp thải độc, giàu chất xơ, bảo vệ tim mạch, tăng miễn dịch",439.000₫,https://tiki.vn/dau-dua-ghee-viet-healthy-1000ml-giau-vitamin-a-d-k2-e-giup-thai-doc-giau-chat-xo-bao-ve-tim-mach-tang-mien-dich-p85378591.html?spid=85378596,1,,Đã bán 4
1,Tinh Dầu Tràm Gold Đặc Biệt 50 ml,150.000₫,https://tiki.vn/tinh-dau-tram-gold-dac-biet-50-ml-p54103583.html?spid=54103584,2,-47%,Đã bán 25
2,"Tinh Dầu Hoa Bưởi Homer 100ml - Chính Hãng, Đạt Chuẩn Kiểm Định Cao Cấp - Tinh Dầu Xông Thơm Phòng, Thư Giãn, Khử Mùi hiệu quả",149.000₫,https://tiki.vn/tinh-dau-hoa-buoi-homer-100ml-chinh-hang-dat-chuan-kiem-dinh-cao-cap-tinh-dau-xong-thom-phong-thu-gian-khu-mui-hieu-qua-p196559916.html?spid=209302837,3,-30%,Đã bán 210
3,"Nến Thơm Bánh Cupcake Phủ Kem Cherry Màu Pátel, Quà Tặng Ý Nghĩa",95.000₫,https://tiki.vn/nen-thom-banh-cupcake-phu-kem-cherry-mau-patel-qua-tang-y-nghia-dory-lab-p169630238.html?spid=169630335,4,-5%,Đã bán 1
4,,,https://tiki.vn/nen-hu-yankee-candle-size-l-623g-warm-luxe-cashmere-p186239311.html?spid=186239312,5,-45%,
5,Chiết xuất hương thảo,240.000₫,https://tiki.vn/chiet-xuat-huong-thao-p84382845.html?spid=84382847,6,-9%,Đã bán 2
6,"Tinh Dầu Hoa Nhài Kobi - Tinh Dầu Thiên Nhiên Nguyên Chất, Tinh Dầu Xông Phòng, Giúp Giảm Stress, Xua Đuổi Côn Trùng Và Khử Mùi Hiệu Quả, Thích Hợp Dùng Với Đèn Xông Và Máy Khuếch Tán Tinh Dầu",79.000₫,https://tiki.vn/tinh-dau-hoa-nhai-kobi-tinh-dau-thien-nhien-nguyen-chat-tinh-dau-xong-phong-giup-giam-stress-xua-duoi-con-trung-va-khu-mui-hieu-qua-thich-hop-dung-voi-den-xong-va-may-khuech-tan-tinh-dau-p116089053.html?spid=116089055,7,-54%,Đã bán 32
7,"Tinh Dầu Hương Thảo N'Farm/ Tinh Dầu Thiên Nhiên Nguyên Chất, Thích Hợp Dùng Với Đèn Xông Và Máy Khuếch Tán Tinh Dầu",42.000₫,https://tiki.vn/tinh-dau-huong-thao-n-farm-tinh-dau-thien-nhien-nguyen-chat-thich-hop-dung-voi-den-xong-va-may-khuech-tan-tinh-dau-p173856757.html?spid=173856761,8,-27%,Đã bán 8
8,Ủ MÔI GẤC DỀN ĐẶC BIỆT - SIÊU DƯỠNG MẸ KEN,140.000₫,https://tiki.vn/u-moi-gac-den-dac-biet-sieu-duong-me-ken-p10608242.html?spid=49741039,9,-27%,Đã bán 5
9,,,https://tiki.vn/tinh-dau-duoi-muoi-nhat-ban-60-ngay-x-2-lo-p84648804.html?spid=174123235,10,,
