title,price,link_item,index,discount,sales
Đèn Khuếch Tán Tinh Dầu - Airomé - Mercury,1.190.000₫,https://tiki.vn/den-khuech-tan-tinh-dau-airome-mercury-p112638931.html?spid=112638932,1,-17%,
"[HCM]Tinh dầu Chanh Vàng nguyên chất hữu cơ MỘC THỦY khử mùi làm thơm phòng thư giãn 100ml, 500ml - Đạt chuẩn chất lượng kiểm định",7.000₫,https://tiki.vn/hcm-tinh-dau-chanh-vang-nguyen-chat-huu-co-moc-thuy-khu-mui-lam-thom-phong-thu-gian-100ml-500ml-dat-chuan-chat-luong-kiem-dinh-p200729649.html?spid=200729659,2,-5%,Đã bán 23
"Tinh Dầu Khóm Homer 100ml- Tinh Dầu Xông Thơm Phòng, Thư Giãn Khử Mùi- Tinh Dầu Trái Cây Thiên Nhiên",275.000₫,https://tiki.vn/tinh-dau-khom-homer-100ml-tinh-dau-xong-thom-phong-thu-gian-khu-mui-tinh-dau-trai-cay-thien-nhien-p196851276.html?spid=196851278,3,-17%,Đã bán 154
Nhụy hoa nghệ tây đỏ hữu cơ Krokos Kozanis Pdo (1g),344.000₫,https://tiki.vn/nhuy-hoa-nghe-tay-do-huu-co-krokos-kozanis-pdo-1g-p166765487.html?spid=166765490,4,-50%,Đã bán 7
,,https://tiki.vn/combo-tinh-dau-sa-chanh-eco-oil-10ml-cung-den-xong-tinh-dau-tam-giac-tg13-p6474513.html?spid=6474515,5,-5%,
Đèn Xông Tinh Dầu Gốm Hoa Sen Xanh Lá TG3 + Tặng Kèm 1 Bóng Đèn,99.000₫,https://tiki.vn/den-xong-tinh-dau-gom-hoa-sen-xanh-la-tg3-tang-kem-1-bong-den-p5511109.html?spid=5511111,6,,Đã bán 4
Máy Khuếch Tán Xông Tinh Dầu Siêu Âm Ngọn Đồi,458.000₫,https://tiki.vn/may-khuech-tan-xong-tinh-dau-sieu-am-ngon-doi-trang-pr-106-250ml-p48228364.html?spid=48228365,7,-5%,Đã bán 13
Combo Tinh Dầu Leviter Lục Bạc Hà 10ml Và Lọ Thủy Tinh Treo Xe,114.000₫,https://tiki.vn/combo-tinh-dau-leviter-luc-bac-ha-10ml-va-lo-thuy-tinh-treo-xe-p29348691.html?spid=29348693,8,-53%,Đã bán 1
Máy Khuếch Tán Tinh Dầu Nguyên Chất Không Dùng Nước Dành Cho Ôtô PR-27 Đỏ,625.000₫,https://tiki.vn/may-khuech-tan-tinh-dau-nguyen-chat-khong-dung-nuoc-danh-cho-oto-pr-27-do-p99146822.html?spid=99146854,9,-48%,
,,https://tiki.vn/sap-nen-thom-tinh-dau-dot-phong-ngu-giu-huong-thom-lau-sang-trong-an-toan-suc-khoe-hang-chinh-hang-miniin-p169776030.html?spid=169776031,10,-42%,
"Tinh Dầu Hương Thảo Treo Xe Hơi, Tủ Áo N'Farm (10ml)/ Tinh Dầu Thiên Nhiên Nguyên Chất.",70.000₫,https://tiki.vn/tinh-dau-huong-thao-treo-xe-hoi-tu-ao-n-farm-10ml-tinh-dau-thien-nhien-nguyen-chat-p84717480.html?spid=84717481,11,,Đã bán 11
Maison Berger - Bộ lọ tinh dầu khuếch tán Peau d’Ailleurs - 200ml - 2 món,4.719.600₫,https://tiki.vn/maison-berger-bo-lo-tinh-dau-khuech-tan-peau-d-ailleurs-200ml-2-mon-p271419586.html?spid=271419587,12,-38%,
,,https://tiki.vn/maison-berger-bo-lo-tinh-dau-khuech-tan-facette-nude-200ml-2-mon-p271419463.html?spid=271419464,13,-45%,
"Tinh dầu Black Tea - ScentHomes (Black Tea - 50ml,100ml,250ml)",740.050₫,https://tiki.vn/tinh-dau-black-tea-scenthomes-black-tea-50ml-100ml-250ml-p262735683.html?spid=262735686,14,-37%,
"Combo tinh dầu hương thảo Lorganic (50ml) +tinh dầu hương thảo Lorganic treo xe hơi, tủ áo (10ml) / Hương thơm đậm mùi thảo mộc/ Tinh dầu thiên nhiên nguyên chất xông phòng, thư giãn tinh thần, xua đuổi muỗi và khử mùi hiệu quả.",162.000₫,https://tiki.vn/combo-tinh-dau-huong-thao-lorganic-50ml-tinh-dau-huong-thao-lorganic-treo-xe-hoi-tu-ao-10ml-huong-thom-dam-mui-thao-moc-tinh-dau-thien-nhien-nguyen-chat-xong-phong-thu-gian-tinh-than-xua-duoi-muoi-va-khu-mui-hieu-qua-p2448069.html?spid=2448071,15,-54%,Đã bán 33
"Combo 3 Chai (10ml) Tinh Dầu Cam Ngọt + Vỏ Quế  + Bạc Hà TOKI MORI Xuất Khẩu Nhật Bản 100% Thiên Nhiên, An Toàn Cho Trẻ, Xông Phòng, Khử Mùi, Kháng Khuẩn, Đuổi Muỗi, Giải Cảm",113.000₫,https://tiki.vn/combo-3-chai-10ml-tinh-dau-cam-ngot-vo-que-bac-ha-toki-mori-xuat-khau-nhat-ban-100-thien-nhien-an-toan-cho-tre-xong-phong-khu-mui-khang-khuan-duoi-muoi-giai-cam-p109400299.html?spid=109400301,16,-34%,Đã bán 45
Tinh dầu Cam Mỹ (Orange Sweet) Oricen 50ml - Giúp kháng khuẩn và xua đuổi côn trùng,99.000₫,https://tiki.vn/tinh-dau-cam-my-orange-sweet-oricen-50ml-giup-khang-khuan-va-xua-duoi-con-trung-p138054373.html?spid=138054374,17,-75%,
,,https://tiki.vn/tinh-dau-hoi-kobi-star-anise-essential-oil-giup-duoi-muoi-khu-mui-lam-thom-phong-5ml-p98564702.html?spid=98564704,18,,
Nến Thơm Hoa Sen Đổi Màu Đèn LED Miss Candle NQM9907.LED,133.000₫,https://tiki.vn/nen-thom-hoa-sen-doi-mau-den-led-miss-candle-nqm9907-led-p1605875.html?spid=1639979,19,-8%,Đã bán 51
Tinh dầu Nước Hoa Prince Oricen 10ml,55.000₫,https://tiki.vn/tinh-dau-nuoc-hoa-prince-oricen-10ml-p134791219.html?spid=134791220,20,-5%,Đã bán 2
"Tinh Dầu Chanh Sần Kobi Lime Essential Oil Giúp Giảm Căng Thẳng, Ngăn Ngừa Lão Hóa, Chống Nhiễm Trùng Hiệu Quả - 5ml",38.000₫,https://tiki.vn/tinh-dau-chanh-san-kobi-lime-essential-oil-giup-giam-cang-thang-ngan-ngua-lao-hoa-chong-nhiem-trung-hieu-qua-5ml-p115693363.html?spid=115693364,21,-34%,Đã bán 17
