title,price,link_item,index,discount,sales
"Tinh dầu Park Hyatt Hotel - ScentHomes (Park Hyatt Hotel - 50ml,100ml,250ml)",924.350₫,https://tiki.vn/tinh-dau-park-hyatt-hotel-scenthomes-park-hyatt-hotel-50ml-100ml-250ml-p262735180.html?spid=262735185,1,-5%,
Dầu Hạnh Nhân Ngọt Leviter 100ml,60.000₫,https://tiki.vn/dau-hanh-nhan-ngot-leviter-100ml-p29348675.html?spid=29348676,2,-8%,Đã bán 9
Tinh dầu Scent Homes - mùi hương (Hoa Anh Đào - Cherry Blossom),924.350₫,https://tiki.vn/tinh-dau-scenthomes-cherry-blossom-hoa-anh-dao-50ml-100ml-250ml-p262735818.html?spid=262735828,3,-5%,
Dầu Argan Nguyên Chất (10ml) UMIHOME,120.250₫,https://tiki.vn/dau-argan-nguyen-chat-10ml-umihome-p58865164.html?spid=58865165,4,-35%,Đã bán 37
,,https://tiki.vn/nen-thom-tinh-dau-cao-cap-khong-khoi-an-toan-candle-cup-zen-huong-thien-l-350g-co-nap-p118896580.html?spid=118896581,5,-15%,
"COMBO TẶNG QUÀ - Tinh dầu thiên nhiên mùi hương dễ chịu, thư giãn, thoải mái, đuổi muỗi xông phòng - Tặng máy xông lõi bông",123.000₫,https://tiki.vn/combo-tang-qua-tinh-dau-thien-nhien-mui-huong-de-chiu-thu-gian-thoai-mai-duoi-muoi-xong-phong-tang-may-xong-loi-bong-p194824430.html?spid=194824438,6,,Đã bán 11
Dầu Dừa hữu cơ - Organic Coconut Oil,369.000₫,https://tiki.vn/dau-dua-huu-co-organic-coconut-oil-p79549432.html?spid=79549433,7,,Đã bán 5
NHUỴ HOA NGHỆ TÂY SUPPER NEGHIN NGÂM MẬT ONG LỌ 3GR-NGỦ NGON ÊM DẠ DÀY,1.250.000₫,https://tiki.vn/nhuy-hoa-nghe-tay-supper-neghin-ngam-mat-ong-lo-3gr-ngu-ngon-em-da-day-p239144560.html?spid=239144561,8,,
SET 4 HỘP NẾN THƠM HOA KHÔ THIÊN NHIÊN,200.000₫,https://tiki.vn/set-4-hop-nen-thom-hoa-kho-thien-nhien-p169114748.html?spid=169114796,9,,
,,https://tiki.vn/nen-thom-thong-diep-handmade-khong-khoi-dory-lab-p195763572.html?spid=195763580,10,,
Máy Phun Sương Tạo Ẩm Mini Hình Trụ 260ml Khuếch Tán Tinh Dầu Thơm Phòng Có Đèn Led Đổi Màu Làm Đèn Ngủ Trang Trí,69.000₫,https://tiki.vn/may-phun-suong-tao-am-mini-hinh-tru-260ml-khuech-tan-tinh-dau-thom-phong-co-den-led-doi-mau-lam-den-ngu-trang-tri-p155803351.html?spid=155804491,11,,Đã bán 8
Nến Thơm Handmade Tạo Hình Bánh Kem Trái Tim Mix Thanh Sô cô la,145.000₫,https://tiki.vn/nen-thom-tao-hinh-banh-kem-trai-tim-mix-thanh-so-co-la-dory-lab-p169636154.html?spid=169636174,12,,
,,https://tiki.vn/chiet-xuat-tra-den-p84418079.html?spid=84418083,13,,
Chiết xuất cây bạc hà nguyên liệu làm mỹ phẩm,70.000₫,https://tiki.vn/chiet-xuat-cay-bac-ha-nguyen-lieu-lam-my-pham-p82141142.html?spid=82141144,14,,Đã bán 3
Safaron nhụy hoa nghệ tây,175.000₫,https://tiki.vn/safaron-nhuy-hoa-nghe-tay-p213913582.html?spid=213913583,15,,Đã bán 1
Chiết xuất cà rốt,240.000₫,https://tiki.vn/chiet-xuat-ca-rot-p84573692.html?spid=84573694,16,,
Tinh Dầu Dừa Làm Đẹp Sense+ (10ml),47.000₫,https://tiki.vn/tinh-dau-dua-lam-dep-sense-10ml-p872547.html?spid=875273,17,,Đã bán 73
,,https://tiki.vn/den-xong-tinh-dau-gom-su-bat-trang-thau-quang-giao-mau-ngau-nhien-p84494703.html?spid=259489714,18,,
