title,price,link_item,index,discount,sales
Máy massage xung điện - bộ 4 miếng dán,94.000₫,https://tiki.vn/may-massage-xung-dien-bo-4-mieng-dan-p37869185.html?spid=71887601,1,-53%,Đã bán 284
Khẩu Trang Lụa BYFAS Kháng Khuẩn - màu trắng - hoa văn trống đồng,158.000₫,https://tiki.vn/khau-trang-vai-lua-thien-nhien-y-te-cao-cap-byfas-bm-20-hoa-van-trong-dong-mau-trang-tang-kem-ngay-tui-lua-satin-cao-cap-bao-ve-p57938363.html?spid=57938364,2,-24%,Đã bán 25
Máy Massage Cầm Tay 2 Đèn Hồng Ngoại Lớn Beurer MG80,1.450.000₫,https://tiki.vn/may-massage-cam-tay-2-den-hong-ngoai-lon-beurer-mg80-p416547.html?spid=119706,3,-50%,Đã bán 166
Khẩu trang y tế 4D (KF94) NPCARE Kids trẻ em Meow Meow (H/20c),20.000₫,https://tiki.vn/khau-trang-y-te-4d-kf94-npcare-kids-tre-em-meow-meow-h-20c-p174280012.html?spid=174280013,4,-30%,Đã bán 88
"Nhiệt kế điện tử đa năng - đo nhiệt độ nước, sữa, thực phẩm NK01",175.000₫,https://tiki.vn/nhiet-ke-dien-tu-da-nang-do-nhiet-do-nuoc-sua-thuc-pham-nk01-p206140819.html?spid=206140825,5,-12%,Đã bán 8
[HỘP - DJ KID] - khẩu trang y tế trẻ em kháng khuẩn 3 lớp D&J Kid (50 cái/ hộp),39.000₫,https://tiki.vn/hop-dj-kid-khau-trang-y-te-tre-em-khang-khuan-3-lop-d-j-kid-50-cai-hop-p174099075.html?spid=174099077,6,-30%,Đã bán 16
"Lược mát xa cá 5 chân bằng gỗ bách xanh, Lược chải thông kinh lạc, dụng cụ cạo gió | Mỹ nghệ phương chi",59.000₫,https://tiki.vn/dung-cu-massage-an-huyet-chai-dau-duong-sinh-cang-co-mat-bang-go-thom-my-nghe-phuong-chi-p262706241.html?spid=262706242,7,-5%,Đã bán 1
Bộ 1 Túi Chườm Lạnh Và 1 Túi Chườm Nóng Cao Su,68.889₫,https://tiki.vn/bo-1-tui-chuom-lanh-va-1-tui-chuom-nong-cao-su-p24243599.html?spid=24243600,8,-46%,Đã bán 114
[Chính hãng] Máy đo nồng độ oxy Beurer PO30 - CHLB Đức,1.030.000₫,https://tiki.vn/chinh-hang-may-do-nong-do-oxy-beurer-po30-chlb-duc-p160440906.html?spid=190700263,9,-16%,Đã bán 2
Bộ 2 Cuộn Băng Keo Lụa Urgo 2.5cm,70.000₫,https://tiki.vn/bo-2-cuon-bang-keo-lua-urgo-2-5cm-p31877656.html?spid=31877657,10,-10%,Đã bán 17
"Khẩu trang 3M 8822 P2 loại có van thở, lọc tối thiểu 94%, chống bụi mịn và vi khuẩn",175.000₫,https://tiki.vn/khau-trang-3m-8822-p2-loai-co-van-tho-loc-toi-thieu-94-chong-bui-min-va-vi-khuan-p171056558.html?spid=171056560,11,-32%,Đã bán 2
Khẩu trang trẻ em Gấu trúc StayDry,34.320₫,https://tiki.vn/khau-trang-tre-em-gau-truc-staydry-p20534750.html?spid=20535269,12,-32%,Đã bán 1.6k
"NHIỆT KẾ ĐIỆN TỬ ĐO TAI, TRÁN BEURER FT65",693.000₫,https://tiki.vn/nhiet-ke-dien-tu-do-tai-tran-beurer-ft65-p74156993.html?spid=133813111,13,-33%,Đã bán 16
"Đai lưng bụng ngải cứu - Đai chườm nóng bằng điện, ruột bằng ngải cứu khô và các loại thảo dược khác - Hỗ trợ giảm đau lưng do thoát vị đĩa đệm, gai đốt sống lưng, do làm việc quá sức",438.805₫,https://tiki.vn/dai-lung-bung-ngai-cuu-dai-chuom-nong-bang-dien-ruot-bang-ngai-cuu-kho-va-cac-loai-thao-duoc-khac-ho-tro-giam-dau-lung-do-thoat-vi-dia-dem-gai-dot-song-lung-do-lam-viec-qua-suc-p82644956.html?spid=203286261,14,-43%,
Cân Sức Khỏe 120kg Nhơn Hòa (Nhiều màu) - Giao màu ngẫu nhiên - Hàng Chính Hãng,415.000₫,https://tiki.vn/can-suc-khoe-120kg-nhon-hoa-nhieu-mau-giao-mau-ngau-nhien-hang-chinh-hang-p544425.html?spid=2527117,15,-35%,Đã bán 1.4k
Hộp 5 bộ kit test Covid Acon FlowFlex SARS-CoV-2 Antigen Rapid Test (self test) - Thương hiệu Mỹ,139.000₫,https://tiki.vn/hop-5-bo-kit-test-covid-acon-flowflex-flowflex-sars-cov-2-tu-test-tai-nha-thuong-hieu-my-p144616111.html?spid=144616112,16,-4%,Đã bán 516
"Máy massage xung điện trị liệu 8 miếng dán, 8 chế độ massage, xài pin tiểu",138.432₫,https://tiki.vn/may-massage-xung-dien-tri-lieu-8-mieng-dan-8-che-do-massage-xai-pin-tieu-p52709589.html?spid=68076557,17,-41%,Đã bán 20
Cân sức khoẻ Nhơn Hoà - Màu ngẫu nhiên,350.000₫,https://tiki.vn/can-suc-khoe-nhon-hoa-mau-ngau-nhien-p100586972.html?spid=100586973,18,-5%,Đã bán 105
( 10 cái) Khẩu Trang 3M 9001 Lọc 90% Bụi Mịn PM2.5 & Khí Thải Chuẩn N90,126.000₫,https://tiki.vn/10-cai-khau-trang-3m-9001-loc-90-bui-min-pm2-5-khi-thai-chuan-n90-p111440146.html?spid=111440147,19,,Đã bán 92
Máy Massage Cầm Tay Có Đèn Hồng Ngoại Beurer MG40,790.000₫,https://tiki.vn/may-massage-cam-tay-co-den-hong-ngoai-beurer-mg40-p416538.html?spid=119697,20,,Đã bán 479
"Máy Massage Lưng Và Thắt Lưng Nikio NK-158 - Công Nghệ Mát Xa Cải Tiến 4in1: Nhiệt Nóng, Xung Điện, Rung, Túi Khí - Hỗ Trợ Điều Trị Thoát Vị Đĩa Đệm, Thoái Hóa, Đau Cột Sống Lưng - Dòng Không Dây Pin Sạc, Có Remote Điều Khiển",1.985.000₫,https://tiki.vn/may-massage-lung-va-that-lung-nikio-nk-158-cong-nghe-mat-xa-cai-tien-4in1-nhiet-nong-xung-dien-rung-tui-khi-ho-tro-dieu-tri-thoat-vi-dia-dem-thoai-hoa-dau-cot-song-lung-dong-khong-day-pin-sac-co-remote-dieu-khien-p270066416.html?spid=270066417,21,,Đã bán 3
Hộp 50 que thử đường huyết dùng cho máy đo đường huyết OGCare,309.000₫,https://tiki.vn/hop-50-que-thu-duong-huyet-dung-cho-may-do-duong-huyet-ogcare-p58407534.html?spid=69323488,22,,Đã bán 159
