,title,price,link_item,index,discount,sales
0,"Máy đo huyết áp bắp tay Omron năm các dòng 8712,7120, 7121, 7156, JPN600,7361T, 7600T",799.000₫,https://tiki.vn/may-do-huyet-ap-bap-tay-omron-bh-5-nam-cac-dong-8712-7120-7121-7156-jpn600-7361t-7600t-p178537350.html?spid=195510612,1,-13%,Đã bán 6
1,Băng keo cá nhân nhiều hình combo 100 miếng,59.000₫,https://tiki.vn/bang-keo-ca-nhan-nhieu-hinh-combo-100-mieng-p21752698.html?spid=21752699,2,-29%,Đã bán 557
2,Máy Đo Huyết Áp Cơ Microlife AG1-20,320.000₫,https://tiki.vn/may-do-huyet-ap-co-microlife-ag1-20-p2768165.html?spid=64613327,3,-34%,Đã bán 6
3,Túi chườm nóng lạnh Thiên Thanh cỡ nhỏ 27x22x7cm,105.000₫,https://tiki.vn/tui-chuom-nong-lanh-thien-thanh-co-nho-27x22x7cm-p37289674.html?spid=37289675,4,-5%,Đã bán 177
4,"Dụng cụ điện chẩn bằng sừng (MH816) CÂY CẠO GIÓ, MÁT XA /DAY ẤN HUYỆT đa năng",59.000₫,https://tiki.vn/dung-cu-dien-chan-cay-cao-gio-mat-xa-day-an-huyet-bang-sung-don-50k-hahanco-p119927380.html?spid=119927382,5,-50%,Đã bán 43
5,Găng Tay Y Tế Nitrile I'm gloves Không Bột Màu Xanh Hộp 100 Chiếc,85.000₫,https://tiki.vn/gang-tay-y-te-nitrile-i-m-gloves-khong-bot-mau-xanh-hop-100-chiec-p196536075.html?spid=196536077,6,-24%,Đã bán 20
6,Bộ Giác Hơi Không Dùng Lửa Duy Thành Ygh01 (17 Ống),455.000₫,https://tiki.vn/bo-giac-hoi-khong-dung-lua-duy-thanh-ygh01-17-ong-p24132945.html?spid=24132948,7,-31%,Đã bán 182
7,"Dụng cụ massage đầu cầm tay, giúp thư giãn, giảm stress, giảm đau đầu - Màu ngẫu nhiên",19.000₫,https://tiki.vn/dung-cu-massage-dau-cam-tay-giup-thu-gian-giam-stress-giam-dau-dau-mau-ngau-nhien-p157084566.html?spid=157084567,8,-5%,Đã bán 65
8,"Nhiệt kế điện tử hồng ngoại đo trán, đo nhiệt độ phòng và nước",729.000₫,https://tiki.vn/nhiet-ke-dien-tu-hong-ngoai-do-tran-do-nhiet-do-phong-va-nuoc-p14772735.html?spid=43808824,9,-22%,Đã bán 136
9,"Túi Chườm Ngực Mama's Choice, Túi Chườm Nóng Lạnh Giúp Mẹ Thông Tắc Tia Sữa, Kích Sữa, Giảm Đau Ti Hiệu Quả",370.000₫,https://tiki.vn/tui-chuom-nguc-mama-s-choice-tui-chuom-nong-lanh-giup-me-thong-tac-tia-sua-kich-sua-giam-dau-ti-hieu-qua-p272446856.html?spid=272446857,10,-45%,Đã bán 2
