,Unnamed: 0,title,price,link_item,discount,sales,revenue
224,32,Bcs Size Nhỏ Chống Xuất Tinh Sớm Power Men Longer Ultrathin (H12) - Siêu Mỏng - Cỡ 49mm Ôm Khít - Che Tên Sản Phẩm,119000,https://tiki.vn/bcs-size-nho-chong-xuat-tinh-som-power-men-longer-ultrathin-h12-sieu-mong-co-49mm-om-khit-che-ten-san-pham-p167940993.html?spid=167940994,,13.0,1547000.0
225,33,"Bao cao su Ritex Feeling, siêu mỏng ôm sát, hộp 8 chiếc",156000,https://tiki.vn/bao-cao-su-ritex-feeling-om-sat-hop-8-chiec-p74763873.html?spid=74763874,,7.0,1092000.0
226,34,Gel bôi trơn massage - Durex Lô Hội - Chai 200ml,1015000,https://tiki.vn/400ml-bo-2-tuyp-gel-boi-tron-durex-massage-lo-hoi-tang-do-tron-tru-duong-am-co-be-cham-soc-da-mem-mai-200ml-tuyp-p55344718.html?spid=212991279,,1.0,1015000.0
227,36,[1 cái dùng thử] Bao Cao Su Kéo Dài Thời Gian Quan Hệ Chống Xuất Tinh Sớm LifeStyles Love Time,13000,https://tiki.vn/1-cai-dung-thu-bao-cao-su-keo-dai-thoi-gian-quan-he-chong-xuat-tinh-som-lifestyles-love-time-p217559689.html?spid=217559690,,7.0,91000.0
228,37,Bao cao su size nhỏ 49mm Sagami Miracle Fit Hộp 10 chiếc - Hàng chính hãng 100% - Đóng hộp kín đáo và che tên sản phẩm,120000,https://tiki.vn/bao-cao-su-size-nho-49mm-sagami-miracle-fit-hop-10-chiec-hang-chinh-hang-100-dong-hop-kin-dao-va-che-ten-san-pham-p76794378.html?spid=76794379,,34.0,4080000.0
229,38,[Hộp 10 cái] Bao cao su Shell Performax 6 in 1 - Kéo dài thời gian kèm 1 chiếc BCS Gun Super Thin,180000,https://tiki.vn/hop-10-cai-bao-cao-su-shell-performax-6-in-1-keo-dai-thoi-gian-p143335849.html?spid=143335851,,13.0,2340000.0
230,39,"[Hộp 10 cái] Bao cao su Shell Sensitive Prolong - Siêu mỏng 0.03mm, kéo dài thời gian",252000,https://tiki.vn/hop-10-cai-bao-cao-su-shell-sensitive-prolong-sieu-mong-0-03mm-keo-dai-thoi-gian-p172906863.html?spid=172906865,,5.0,1260000.0
231,0,"[Hộp 10 cái] Bao cao su Shell Giant Entering - Gân nổi, bi tăng 3cm",261000,https://tiki.vn/hop-10-cai-bao-cao-su-shell-giant-entering-gan-noi-bi-tang-3cm-p172332315.html?spid=172332317,-10%,5.0,1305000.0
232,1,Kem bôi trơn quan hệ nam nữ Sagami Nhật Bản - Tặng Bcs Sagami hộp 3 Chiếc - Hàng chính hãng 100% - Che tên sản phẩm,250000,https://tiki.vn/kem-boi-tron-quan-he-nam-nu-sagami-nhat-ban-tang-bcs-sagami-hop-3-chiec-hang-chinh-hang-100-che-ten-san-pham-p84843806.html?spid=84843807,-10%,5.0,1250000.0
233,2,"[Hộp 10 cái] Bao cao su OLO 0.01 Ống Phật tròn Performa - Gân gai, siêu mỏng, kéo dài thời gian",81000,https://tiki.vn/hop-10-cai-bao-cao-su-olo-0-01-ong-phat-tron-performa-gan-gai-sieu-mong-keo-dai-thoi-gian-p156274840.html?spid=158007930,,1.0,81000.0
234,3,Bao Cao Su Giúp Lâu Xuất Tinh Jex Usui Pure Long (H12) + BCS Kéo Dài Cuộc Yêu Durex Perfoma (H3) - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,330000,https://tiki.vn/bao-cao-su-giup-lau-xuat-tinh-jex-usui-pure-long-h12-bcs-keo-dai-cuoc-yeu-durex-perfoma-h3-hang-chinh-hang-100-che-ten-san-pham-p153612550.html?spid=153612551,-10%,4.0,1320000.0
235,5,Bao Cao Su Power Men Super Thin Longer Su12,150000,https://tiki.vn/bao-cao-su-power-men-super-thin-longer-su12-p2324107.html?spid=2357527,,35.0,5250000.0
236,6,Gel bôi trơn massage - Durex Lô Hội - Chai 200ml - 1 tuýp,330000,https://tiki.vn/chai-200ml-gel-boi-tron-massage-durex-lo-hoi-p55342249.html?spid=55342250,-10%,40.0,13200000.0
237,7,Bộ 5 hộp bao cao su Storm hương dâu | Hộp 10 cái,85500,https://tiki.vn/50-cai-bo-5-hop-bao-cao-su-storm-huong-dau-hop-10-cai-p41221033.html?spid=41221034,-22%,322.0,27531000.0
238,8,Bao cao su Shell Performaxxx 6 in 1 - Kéo dài thời gian - Hộp 3 cái,63000,https://tiki.vn/bao-cao-su-shell-performaxxx-6-in-1-keo-dai-thoi-gian-hop-3-cai-p205032125.html?spid=44457170,-29%,124.0,7812000.0
239,10,Bao Cao Su Kéo Dài Thời Gian Quan Hệ Jex Usui Pure Long - Gân Gai Kích Thích,280000,https://tiki.vn/bao-cao-su-keo-dai-thoi-gian-quan-he-jex-usui-pure-long-gan-gai-kich-thich-p199975527.html?spid=199975528,-10%,1.0,280000.0
240,11,"[Hộp 10 cái] Bao cao su Muaisi Hot - Siêu điểm nổi, nóng ấm",63000,https://tiki.vn/hop-10-cai-bao-cao-su-muaisi-hot-sieu-diem-noi-nong-am-p175438481.html?spid=175438483,-10%,19.0,1197000.0
241,13,Gel bôi trơn gốc nước Pjur Woman Nude Chai 30ml dành cho da nhạy cảm an toàn lành tính giảm cảm giác khô rát khi quan hệ,357000,https://tiki.vn/gel-boi-tron-goc-nuoc-pjur-woman-nude-chai-30ml-danh-cho-da-nhay-cam-an-toan-lanh-tinh-giam-cam-giac-kho-am-dao-p247940610.html?spid=247940613,-24%,1.0,357000.0
242,14,Combo 2 Hộp Bao Cao Su Gai Kéo Dài Power Men Cá Ngựa Xám Longer Plus Type + BCS Siêu Mỏng Chống Xuất Tinh Sớm Power Men 0.03 Invi - Tặng Kèm Gel Nhật- Che Tên Sản Phẩm,500000,https://tiki.vn/combo-2-hop-bao-cao-su-gai-keo-dai-power-men-ca-ngua-xam-longer-plus-type-bcs-sieu-mong-chong-xuat-tinh-som-power-men-0-03-invi-tang-kem-gel-nhat-che-ten-san-pham-p76468076.html?spid=76468077,-52%,3.0,1500000.0
243,15,Bao Cao Su Kéo Dài Thời Gian Siêu Mỏng Power Men 0.03 Invi (H12) - 100% Hàng Chính Hãng - Che Tên Sản Phẩm,299000,https://tiki.vn/bao-cao-su-keo-dai-thoi-gian-sieu-mong-power-men-0-03-invi-h12-100-hang-chinh-hang-che-ten-san-pham-p167949379.html?spid=167949384,-10%,4.0,1196000.0
244,16,Gel Bôi Trơn Cao Cấp Sagami Original (60g) kèm chai 200ml vanesa,249000,https://tiki.vn/gel-boi-tron-cao-cap-sagami-original-60g-kem-chai-200ml-vanesa-p241744499.html?spid=241744500,,,
245,18,"Bao cao su Shell Triple Mix - Siêu mỏng, mát lạnh, gân gai - Hộp 12 cái",189000,https://tiki.vn/bao-cao-su-shell-triple-mix-sieu-mong-mat-lanh-gan-gai-hop-12-cai-p205021659.html?spid=41164326,,125.0,23625000.0
246,19,[Hộp 12 cái] Bao cao su Up To Top,54000,https://tiki.vn/bao-cao-su-up-to-top-hop-12-chiec-p67513137.html?spid=67513139,,18.0,972000.0
247,20,Bao Cao Su Sagami Extreme Superthin (2 Chiếc),23000,https://tiki.vn/bao-cao-su-sagami-extreme-superthin-2-chiec-p1082078.html?spid=216793903,,,
248,21,Gel bôi trơn dành cho quý bà Jex Luve Jelly,240000,https://tiki.vn/gel-boi-tron-danh-cho-quy-ba-jex-luve-jelly-p14702578.html?spid=14702579,,3.0,720000.0
249,22,[Chai 50ml] Gel bôi trơn tăng khoái cảm nữ - Shell Love,450000,https://tiki.vn/chai-50ml-gel-boi-tron-tang-khoai-cam-nu-shell-love-p202611078.html?spid=202611080,,6.0,2700000.0
250,23,Bao cao su Powermen Viagra 12C,120000,https://tiki.vn/bao-cao-su-powermen-viagra-12c-p2324085.html?spid=2357507,,70.0,8400000.0
251,24,Gel bôi trơn Tâm Thiện Chí 25g và Bao cao su TTC GUARDIAN hộp 12 cái,67000,https://tiki.vn/gel-boi-tron-tam-thien-chi-25g-va-bao-cao-su-ttc-ice-hop-10-cai-p271123129.html?spid=271123130,,1.0,67000.0
252,26,"Bao cao su POWER MEN Hộp 12 bcs siêu mỏng, kéo dài thời gian, size lớn 55mm",199000,https://tiki.vn/bao-cao-su-power-men-hop-12-bcs-sieu-mong-truyen-nhiet-keo-dai-thoi-gian-size-lon-55mm-p171624296.html?spid=171624297,,13.0,2587000.0
253,27,Bao cao su Powermen Dotted (3 Chiếc),12000,https://tiki.vn/bao-cao-su-powermen-dotted-3-chiec-p6641417.html?spid=9412251,,508.0,6096000.0
254,28,"Bao Cao Su Siêu Mỏng, Chống Xuất Tinh Sớm Powermen V.i.a.g.r.a Hộp 3 Chiếc, Tăng Cảm Giác Chân Thật, Làm Chủ Cuộc Vui",39000,https://tiki.vn/bao-cao-su-sieu-mong-chong-xuat-tinh-som-powermen-v-i-a-g-r-a-hop-3-chiec-tang-cam-giac-chan-that-lam-chu-cuoc-vui-p16688968.html?spid=65770254,,,
255,29,Bao cao su Kimono Green Siêu mỏng 0.03mm - Kéo dài thời gian - Hộp 12 bao,168000,https://tiki.vn/bao-cao-su-kimono-green-sieu-mong-0-03mm-keo-dai-thoi-gian-hop-12-bao-p183570383.html?spid=183570384,,3.0,504000.0
256,31,Bao Cao Su Durex Sensual Strawberry,100000,https://tiki.vn/bao-cao-su-durex-sensual-strawberry-p172857443.html?spid=212981442,,,
257,32,[Chai 55ml] Gel bôi trơn bạc hà mát lạnh - Lexy Cooling kèm 1 chiếc BCS Gun Super Thin,100000,https://tiki.vn/chai-55ml-gel-boi-tron-bac-ha-mat-lanh-lexy-cooling-kem-1-chiec-bcs-gun-super-thin-p143313183.html?spid=143313188,,2.0,200000.0
258,33,"[Hộp 5 cái] Bao cao su Shell Love Bead - Gân nổi, kéo dài thời gian, bi tăng 1.5cm",261000,https://tiki.vn/hop-5-cai-bao-cao-su-shell-love-bead-gan-noi-keo-dai-thoi-gian-bi-tang-1-5cm-p172334056.html?spid=172334058,,4.0,1044000.0
259,34,Bao Cao Su Jex (1 Chiếc) - 100% Hàng Chính Hãng - Che Tên Sản Phẩm - SHOP THIÊN THAI,25000,https://tiki.vn/thuoc-xit-playboy-vip-chong-xuat-tinh-som-keo-dai-thoi-gian-cho-nam-bcs-jex-1-chiec-100-hang-chinh-hang-che-ten-san-pham-p130770295.html?spid=130770296,,4.0,100000.0
260,36,Bao Cao Su Chống Xuất Tinh Sớm Siêu Mỏng POWER MEN 0.03 Invisible Long Shock (H12) - Che Tên Sản Phẩm - SHOP ADAM,299000,https://tiki.vn/bao-cao-su-chong-xuat-tinh-som-sieu-mong-power-men-0-03-invisible-long-shock-h12-che-ten-san-pham-shop-adam-p94956375.html?spid=94956376,,1.0,299000.0
261,37,"Bao Cao Su Siêu Mỏng, Thân Trơn Khử Mùi Powermen SuperThin Hộp 12 Chiếc | Cảm Nhận Chân Thật | Tăng Cường Chất Bôi Trơn",88000,https://tiki.vn/bao-cao-su-sieu-mong-than-tron-khu-mui-powermen-superthin-hop-12-chiec-cam-nhan-chan-that-tang-cuong-chat-boi-tron-p16688931.html?spid=75954767,,14.0,1232000.0
262,38,Bao Cao Su Sagami 0.02 mm (12s) - Truyền Nhiệt Nhanh - Chống Dị Ứng - 100% Nhập Khẩu Chính Hãng - Che Tên Sản Phẩm,500000,https://tiki.vn/bao-cao-su-sagami-0-02-mm-12s-truyen-nhiet-nhanh-chong-di-ung-100-nhap-khau-chinh-hang-che-ten-san-pham-p164573348.html?spid=164573349,,4.0,2000000.0
263,39,"Bao Cao Su Siêu Mỏng, Thêm Chất Bôi Trơn Durex Invisible Extra Lub Hộp 10s + Hộp 10s",390000,https://tiki.vn/bao-cao-su-sieu-mong-them-chat-boi-tron-durex-invisible-extra-lub-hop-10s-hop-10s-p56031330.html?spid=271224107,,,
264,0,Bao cao su Ôm sát Chống tuột Powermen Gai nhỏ tăng khoái cảm cho Nữ - Kéo dài thời gian cho Nam Hộp 12 Bao cao su chính hãng 100%,60000,https://tiki.vn/bao-cao-su-om-sat-chong-tuot-powermen-gai-nho-tang-khoai-cam-cho-nu-keo-dai-thoi-gian-cho-nam-hop-12-bao-cao-su-chinh-hang-100-p73489244.html?spid=73489245,,36.0,2160000.0
265,1,Gel bôi trơn đa năng 4-in-1 Lincare Aqua Gel,118800,https://tiki.vn/gel-boi-tron-da-nang-4-in-1-lincare-aqua-gel-p35460112.html?spid=35460113,-46%,23.0,2732400.0
266,2,"[Hộp 10 cái] Bao cao su Shell Choco Prolong kéo dài thời gian, hương chocolate",280000,https://tiki.vn/hop-10-cai-bao-cao-su-shell-choco-prolong-huong-chocolate-p272415385.html?spid=272415387,,,
267,3,"Bao cao su Ritex Feeling, siêu mỏng ôm sát, hộp 3 chiếc",80000,https://tiki.vn/bao-cao-su-ritex-feeling-om-sat-hop-3-chiec-p74763877.html?spid=74763878,-10%,29.0,2320000.0
268,5,Combo Bao cao su Durex Fetherlite Ultima tặng áo mưa độc quyền Durex,423000,https://tiki.vn/combo-bao-cao-su-durex-fetherlite-ultima-tang-ao-mua-doc-quyen-durex-p197966893.html?spid=212606624,-43%,1.0,423000.0
269,6,Bao cao su SafeFit 4in1 Gai gân Kéo dài thời gian Hộp 3 cái,28000,https://tiki.vn/bao-cao-su-safefit-4in1-gai-gan-keo-dai-thoi-gian-hop-3-cai-p273710679.html?spid=259536025,-5%,2.0,56000.0
270,7,Dầu Bôi Trơn Quan Hệ Nhật Bản Jex luve Jelly 55g - An Toàn Cho Da Nhạy Cảm - Tặng Kèm Bcs gai Sagami (Hộp 3 Chiếc) - Che Tên Sản Phẩm,300000,https://tiki.vn/dau-boi-tron-quan-he-nhat-ban-jex-luve-jelly-55g-an-toan-cho-da-nhay-cam-tang-kem-bcs-gai-sagami-hop-3-chiec-che-ten-san-pham-p76779540.html?spid=76779541,-31%,22.0,6600000.0
271,8,Bao Cao Su Loại Mỏng Power Men Superthin Hộp 12 Chiếc - Che Tên Sản Phẩm - Shop Adam,99000,https://tiki.vn/bao-cao-su-loai-mong-power-men-superthin-hop-12-chiec-che-ten-san-pham-shop-adam-p144512870.html?spid=144512871,-10%,4.0,396000.0
272,10,Combo 2 hộp bao cao su có gai gân hương bạc hà Power Men Frozen và bcs siêu mỏng hương bạc hà Power Men 0.03 Invi - Che tên sản phẩm,560000,https://tiki.vn/combo-2-hop-bao-cao-su-co-gai-gan-huong-bac-ha-power-men-frozen-va-bcs-sieu-mong-huong-bac-ha-power-men-0-03-invi-che-ten-san-pham-p76446006.html?spid=76446007,,,
273,11,Bao cao su Pharmacity Ultra Performing,59000,https://tiki.vn/bao-cao-su-pharmacity-ultra-performing-p159035843.html?spid=159035845,,64.0,3776000.0
274,13,Bao Cao Su Malaysia azodra hộp 12s tặng kèm hộp a z o dra 3s,65000,https://tiki.vn/bao-cao-su-malaysia-azodra-hop-12s-tang-kem-hop-azodra-3s-p24281356.html?spid=24281357,,54.0,3510000.0
275,14,[Hộp 10 cái] Bao cao su Toshiro Trơn - Mỏng trơn kèm 1 chiếc BCS Gun Super Thin,30000,https://tiki.vn/hop-10-cai-bao-cao-su-toshiro-tron-mong-tron-kem-1-chiec-bcs-gun-super-thin-p141678659.html?spid=141678661,,2.0,60000.0
276,15,[Chai 55ml] Gel bôi trơn ấm nóng - Lexy Warming kèm 1 chiếc BCS Gun Super Thin,100000,https://tiki.vn/chai-55ml-gel-boi-tron-am-nong-lexy-warming-kem-1-chiec-bcs-gun-super-thin-p143294101.html?spid=143294103,,15.0,1500000.0
277,16,[Hộp 10 cái] Bao cao su Muaisi 0.01 Đen - Siêu mỏng 0.01mm,63000,https://tiki.vn/-hop-10-cai--bao-cao-su-muaisi-0-01-den---sieu-mong-0-01mm-p154988549.html?spid=155576312,,4.0,252000.0
278,18,"Bộ 02 hộp bao cao su Ritex Feeling, siêu mỏng ôm sát, hộp 8 chiếc",370000,https://tiki.vn/bo-02-hop-bao-cao-su-ritex-feeling-om-sat-hop-8-chiec-p179520530.html?spid=179520532,,,
279,19,[1 cái dùng thử] Bao cao su siêu mỏng LifeStyles Zero,17000,https://tiki.vn/1-cai-dung-thu-bao-cao-su-sieu-mong-lifestyles-zero-p217549714.html?spid=217549715,,73.0,1241000.0
280,20,Combo 3 hộp 30 chiếc bao cao su Sagami Love Me Gold siêu mỏng,285000,https://tiki.vn/combo-3-hop-30-chiec-bao-cao-su-sagami-love-me-gold-sieu-mong-p171451509.html?spid=187058654,,2.0,570000.0
281,21,Bao cao su siêu mỏng Pharmacity Ultra Invisible,64000,https://tiki.vn/bao-cao-su-sieu-mong-pharmacity-ultra-invisible-p161426248.html?spid=161426252,,12.0,768000.0
282,22,Bao Cao Su Cao Cấp Nhất Hiện Nay Sagami Original 0.01 (Hộp 5 chiếc) - Nhập Khẩu Nhật Bản - Siêu Mỏng Chỉ 0.01mm - Tặng Gel Gói Jex Nhật - Che Tên Sản Phẩm,550000,https://tiki.vn/bao-cao-su-cao-cap-nhat-hien-nay-sagami-original-0-01-hop-5-chiec-nhap-khau-nhat-ban-sieu-mong-chi-0-01mm-tang-gel-goi-jex-nhat-che-ten-san-pham-p95357513.html?spid=95357514,,8.0,4400000.0
283,23,Combo 3 hộp bao cao su chống xuất tinh sớm Power Men (2 hộp cá ngựa bạc + 1 hộp cá ngựa đen) - Tặng kèm gel Nhật - 100% Hàng chuẩn hãng - Che tên sản phẩm,400000,https://tiki.vn/combo-3-hop-bao-cao-su-chong-xuat-tinh-som-power-men-2-hop-ca-ngua-bac-1-hop-ca-ngua-den-tang-kem-gel-nhat-100-hang-chuan-hang-che-ten-san-pham-p76066070.html?spid=76066071,,1.0,400000.0
284,24,Bao cao su Durex Pleasuremax Hộp 12 Bao - QuaTangMe Extaste,536000,https://tiki.vn/bao-cao-su-durex-pleasuremax-hop-12-bao-p270988363.html?spid=166413532,,13.0,6968000.0
285,26,[Hộp 12 cái] Bao cao su Durex Performa - Kéo dài thời gian,190000,https://tiki.vn/hop-12-cai-bao-cao-su-durex-performa-keo-dai-thoi-gian-p130743618.html?spid=271224180,,,
286,27,[Hộp 5 cái] Bao cao su Sagami Type E - Gân và điểm nổi kèm 1 chiếc BCS Gun Super Thin,70000,https://tiki.vn/hop-5-cai-bao-cao-su-sagami-type-e-gan-va-diem-noi-kem-1-chiec-bcs-gun-super-thin-p141562426.html?spid=141562428,,,
287,28,Bao cao su DUREX Performa 3c,45000,https://tiki.vn/bao-cao-su-durex-performa-3c-p273085328.html?spid=273085329,,,
288,29,Combo 2 hộp Bao cao su Durex Kingtex (Đen) Hộp 12 cáiX2,258000,https://tiki.vn/combo-2-hop-bao-cao-su-durex-kingtex-den-hop-12-caix2-p271860217.html?spid=271860218,,,
289,31,Gel bôi trơn Lincare Aqua Gel 50ml,99000,https://tiki.vn/gel-boi-tron-lincare-aqua-gel-50ml-p82040920.html?spid=82040921,,21.0,2079000.0
290,32,Combo 2 Hộp Bao Cao Su Chống Xuất Tinh Sớm Jex Usui Pure Long 1000 (Hộp 12 Chiếc) Và Durex Perfoma (Hộp 12 Chiếc) - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,550000,https://tiki.vn/combo-2-hop-bao-cao-su-chong-xuat-tinh-som-jex-usui-pure-long-1000-hop-12-chiec-va-durex-perfoma-hop-12-chiec-hang-chinh-hang-100-che-ten-san-pham-p152492468.html?spid=152492469,,,
291,33,Bao Cao Su Durex Kingtex Đen (12s) - Size Nhỏ 49mm - Ôm Sát - Nhập Khẩu Thái Lan,220000,https://tiki.vn/bao-cao-su-durex-kingtex-den-12s-size-nho-49mm-om-sat-nhap-khau-thai-lan-p192458634.html?spid=192458635,,1.0,220000.0
292,34,Gel Bôi Trơn Gốc Nước Sagami Original - Nhập khẩu Nhật Bản - Che tên sản phẩm,220000,https://tiki.vn/gel-boi-tron-goc-nuoc-sagami-original-nhap-khau-nhat-ban-che-ten-san-pham-p214603983.html?spid=214603984,,,
293,36,Combo Bao Cao S u A.Z.O D.R.A và B.O.S.S 4 in 1,142000,https://tiki.vn/combo-bao-cao-su-azodra-va-boss-4-in-1-p22038392.html?spid=22038393,,21.0,2982000.0
294,37,"Bao cao su POWER MEN Hộp 3 bcs siêu mỏng, kéo dài size lớn 55mm, nhiều gel bôi trơn",69000,https://tiki.vn/bao-cao-su-power-men-sieu-mong-keo-dai-size-lon-55mm-nhieu-gel-boi-tron-hop-3-bcs-p171628670.html?spid=171628671,,31.0,2139000.0
295,38,Bao Cao Su Powermen Viagra (Hộp 3 Cái),24000,https://tiki.vn/bao-cao-su-powermen-viagra-hop-3-cai-p933539.html?spid=934401,,142.0,3408000.0
296,39,"[Hộp 10 cái] Bao cao su OLO 0.01 Large Bump Stimulation - Siêu mỏng, nóng ấm, hương vani",58500,https://tiki.vn/hop-10-cai-bao-cao-su-olo-0-01-large-bump-stimulation-sieu-mong-nong-am-huong-vani-p157438493.html?spid=158007824,,1.0,58500.0
297,0,Bao cao su Sagami Are Are - có gai - hộp 5 chiếc,80750,https://tiki.vn/bao-cao-su-sagami-are-are-co-gai-hop-5-chiec-p165591876.html?spid=187860093,-5%,1.0,80750.0
298,1,Bao Cao Su Size Nhỏ Siêu Mỏng Power Men Tighter Ultrathin (H12) - Cỡ 49mm Ôm Khít - Che Tên Sản Phẩm,119000,https://tiki.vn/bao-cao-su-size-nho-sieu-mong-power-men-tighter-ultrathin-h12-co-49mm-om-khit-che-ten-san-pham-p167941072.html?spid=167941073,-38%,4.0,476000.0
299,2,Bao Cao Su Size Việt Kéo Dài Thời Gian Powermen Tighter Longer Plus H12 - Hàng Chính Hãng - Che Tên Sản Phẩm,150000,https://tiki.vn/bao-cao-su-size-viet-keo-dai-thoi-gian-powermen-tighter-longer-plus-h12-hang-chinh-hang-che-ten-san-pham-p251276240.html?spid=251276241,-24%,2.0,300000.0
300,3,[Hộp 3 cái] Bao cao su Shell Performaxxx 6 in 1 - Kéo dài thời gian,70000,https://tiki.vn/hop-3-cai-bao-cao-su-shell-performaxxx-6-in-1-keo-dai-thoi-gian-shell-official-store-p121243427.html?spid=121243429,-36%,11.0,770000.0
301,5,Gel bôi trơn DUREX PLAY 50ml,85000,https://tiki.vn/gel-boi-tron-durex-play-50ml-p273369491.html?spid=273369492,-52%,,
302,6,Combo 2 hôp Bao Cao Su Okamoto 0.03 Hyaluronic Acid Siêu Mỏng Dưỡng Ẩm Và Bôi Trơn Hộp 3 Cái,514000,https://tiki.vn/combo-2-hop-bao-cao-su-okamoto-0-03-hyaluronic-acid-sieu-mong-duong-am-va-boi-tron-hop-3-cai-p84417977.html?spid=84417978,-37%,,
303,7,Bộ 3 Hộp Bao cao Su LifeStyles SKYN ELITE Non-latex Siêu Mỏng Siêu Mềm Cao Cấp 10 bao,624000,https://tiki.vn/bo-3-hop-bao-cao-su-lifestyles-skyn-elite-non-latex-sieu-mong-sieu-mem-cao-cap-10-bao-p126945366.html?spid=126945369,-5%,56.0,34944000.0
304,8,Gel bôi trơn silicone Pjur Woman Chai 100ml chất lỏng nhẹ mềm mại và an toàn cho da không chứa hóa chất an toàn sức khỏe,433000,https://tiki.vn/gel-boi-tron-silicone-pjur-woman-chai-100ml-chat-long-nhe-mem-mai-va-an-toan-cho-da-khong-chua-hoa-chat-an-toan-suc-khoe-p249939989.html?spid=249939993,-5%,2.0,866000.0
305,10,Bao Cao Su Siêu Mỏng 0.01 mm Jex Zone Nhật Bản (Hộp 10 Chiếc) + Bcs Siêu Mỏng Chống Xuất Tinh Sớm Power Men 0.03 Invi Longshock (Hộp 3 Chiếc) - Hàng Chính Hãng - Che Tên Sản Phẩm,650000,https://tiki.vn/bao-cao-su-sieu-mong-0-01-mm-jex-zone-nhat-ban-hop-10-chiec-bcs-sieu-mong-chong-xuat-tinh-som-power-men-0-03-invi-longshock-hop-3-chiec-hang-chinh-hang-che-ten-san-pham-p114856848.html?spid=114856849,,3.0,1950000.0
306,11,Combo 2 hộp bao cao su kéo dài thời gian cá ngựa bạc Power Men Longer Plus Type (Hộp 12 chiếc) - Tặng kèm gel Nhật - Hàng Chuẩn Hãng 100% - Che Tên Sản Phẩm,280000,https://tiki.vn/combo-2-hop-bao-cao-su-keo-dai-thoi-gian-ca-ngua-bac-power-men-longer-plus-type-hop-12-chiec-tang-kem-gel-nhat-hang-chuan-hang-100-che-ten-san-pham-p76199247.html?spid=76199248,,7.0,1960000.0
307,13,Bao Cao Su Durex Kingtex Màu Đen - 12s - Size Nhỏ 49mm - Ôm Khít - Nhập Khẩu Thái Lan,190000,https://tiki.vn/bao-cao-su-durex-kingtex-mau-den-12s-size-nho-49mm-om-khit-nhap-khau-thai-lan-p215104292.html?spid=215104293,,1.0,190000.0
308,14,Chất bôi trơn tự nhiên Durex KY Jelly - Nhập khẩu Thái Lan,140000,https://tiki.vn/chat-boi-tron-tu-nhien-durex-ky-jelly-nhap-khau-thai-lan-p215400677.html?spid=215400678,,,
309,15,Gel Bôi Trơn Durex Play Warming 100ml - Gel Nóng Ấm - 100% Hàng Chính Hãng,245000,https://tiki.vn/gel-boi-tron-durex-play-warming-100ml-gel-nong-am-100-hang-chinh-hang-p199734530.html?spid=212991276,,1.0,245000.0
310,16,bao cao su powermen tặng Bộ đồ chơi phòng the 10 món sang chảnh độc đáo (giao màu ngẫu nhiên),490000,https://tiki.vn/bao-cao-su-powermen-tang-bo-do-choi-phong-the-10-mon-sang-chanh-doc-dao-giao-mau-ngau-nhien-p54483643.html?spid=54483644,,1.0,490000.0
311,18,Combo 2 Gel Bôi Trơn Durex Play Warming 39192 (100ml / Chai) - 100930499,558000,https://tiki.vn/combo-2-gel-boi-tron-durex-play-warming-39192-100ml-chai-100930499-p884782.html?spid=212980743,,,
312,19,[Chai 90ml] Gel bôi trơn hậu môn mát lạnh - Shell Supermen Cooling,380000,https://tiki.vn/chai-90ml-gel-boi-tron-hau-mon-mat-lanh-shell-supermen-cooling-p121244025.html?spid=121244027,,6.0,2280000.0
313,20,Combo 2 hộp Bao cao su Durex Invisible extra sensitive (Trắng) Hộp 10 cáiX2,458000,https://tiki.vn/combo-2-hop-bao-cao-su-durex-invisible-extra-sensitive-trang-hop-10-caix2-p271860211.html?spid=271860212,,,
314,21,Combo 4 hộp Bao cao su Durex Performa (Đen) Hộp 3 cáiX4,288000,https://tiki.vn/combo-4-hop-bao-cao-su-durex-performa-den-hop-3-caix4-p271860267.html?spid=271860270,,,
315,22,Bao cao su YOLO AT hộp 3 chiếc,45000,https://tiki.vn/latex-contoured-hop-3-chiec-p225938161.html?spid=225938162,,4.0,180000.0
316,23,Combo 3 hộp Bao cao su Kimono Gold Siêu mỏng 0.02mm - Bôi trơn gốc nước - Loại 3 bao/hộp,147000,https://tiki.vn/combo-3-hop-bao-cao-su-kimono-gold-sieu-mong-0-02mm-boi-tron-goc-nuoc-loai-3-bao-hop-p184283511.html?spid=184283512,,,
317,24,Pjur ORIGINAL Gel bôi trơn chai 30ml,529000,https://tiki.vn/pjur-original-gel-boi-tron-chai-30ml-p247198969.html?spid=247198975,,,
318,26,Bao cao su DUREX Ferforma12c,190000,https://tiki.vn/bao-cao-su-durex-ferforma-3c-p273106333.html?spid=273106334,,,
319,27,Bao Cao Su Okamoto Skinless Skin Strawberry (Hộp 3 Gói),48000,https://tiki.vn/bao-cao-su-okamoto-skinless-skin-strawberry-hop-3-goi-p541559.html?spid=7039207,,23.0,1104000.0
320,28,Bao Cao Su Powermen Cá Ngựa (Hộp 3 Cái),37000,https://tiki.vn/bao-cao-su-powermen-ca-ngua-hop-3-cai-p933543.html?spid=934409,,179.0,6623000.0
321,29,Bao Cao Su Okamoto Skinless Skin Vanilla (Hộp 3 Gói),43000,https://tiki.vn/bao-cao-su-okamoto-skinless-skin-vanilla-hop-3-goi-p541549.html?spid=13809619,,14.0,602000.0
